Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
26 U.S.C.  6103,Taxpayer InformationsameConfidential Returns and Return Information: 26 USC § 6103 prohibits the disclosure of (1) tax returns and return information of third party taxpayers (section 6103(a)); (2) the standards used for selection of returns for examination (section 6103(b)(2)); and (3) a requester?s own return information if the release would seriously impair federal tax administration (section 6103(e)(7)).,"White v. IRS, 707 F.2d 897 (6th Cir. 1983); Church of Scientology v. IRS, 484 U.S. 9 (1987); Aronson v. IRS, 973 F.2d 962 (1st Cir. 1992); Stebbins v. Sullivan, No. 90-5361, slip op. at 1 (D.C. Cir. July 22, 1992); Wishart v. Commissioner, C-97-20614-SW (N.D. Cal., decided August 6, 1998); Gillin v. IRS, No. 90-31 (D.N.H. Apr. 15, 1991), aff?d, 980 F.2d 819 (1st  Cir. 1992); Casa Investors, Ltd. v. Gibbs, No. 88-2485, 1990 WL 180703 (D.D.C. Oct. 11, 1990); White v. IRS, 707 F.2d 897 (6th Cir. 1983); Chamberlain v. Kurtz, 589 F.2d 827 (5th Cir.1979), cert. denied, 444 U.S. 842 (1979); and others.",7,DO,2072
26 U.S.C.  6103,Taxpayer InformationsameConfidential Returns and Return Information: 26 USC § 6103 prohibits the disclosure of (1) tax returns and return information of third party taxpayers (section 6103(a)); (2) the standards used for selection of returns for examination (section 6103(b)(2)); and (3) a requester?s own return information if the release would seriously impair federal tax administration (section 6103(e)(7)).,"White v. IRS, 707 F.2d 897 (6th Cir. 1983); Church of Scientology v. IRS, 484 U.S. 9 (1987); Aronson v. IRS, 973 F.2d 962 (1st Cir. 1992); Stebbins v. Sullivan, No. 90-5361, slip op. at 1 (D.C. Cir. July 22, 1992); Wishart v. Commissioner, C-97-20614-SW (N.D. Cal., decided August 6, 1998); Gillin v. IRS, No. 90-31 (D.N.H. Apr. 15, 1991), aff?d, 980 F.2d 819 (1st  Cir. 1992); Casa Investors, Ltd. v. Gibbs, No. 88-2485, 1990 WL 180703 (D.D.C. Oct. 11, 1990); White v. IRS, 707 F.2d 897 (6th Cir. 1983); Chamberlain v. Kurtz, 589 F.2d 827 (5th Cir.1979), cert. denied, 444 U.S. 842 (1979); and others.",28,TTB,2072
26 U.S.C.  6103,Taxpayer InformationsameConfidential Returns and Return Information: 26 USC § 6103 prohibits the disclosure of (1) tax returns and return information of third party taxpayers (section 6103(a)); (2) the standards used for selection of returns for examination (section 6103(b)(2)); and (3) a requester?s own return information if the release would seriously impair federal tax administration (section 6103(e)(7)).,"White v. IRS, 707 F.2d 897 (6th Cir. 1983); Church of Scientology v. IRS, 484 U.S. 9 (1987); Aronson v. IRS, 973 F.2d 962 (1st Cir. 1992); Stebbins v. Sullivan, No. 90-5361, slip op. at 1 (D.C. Cir. July 22, 1992); Wishart v. Commissioner, C-97-20614-SW (N.D. Cal., decided August 6, 1998); Gillin v. IRS, No. 90-31 (D.N.H. Apr. 15, 1991), aff?d, 980 F.2d 819 (1st  Cir. 1992); Casa Investors, Ltd. v. Gibbs, No. 88-2485, 1990 WL 180703 (D.D.C. Oct. 11, 1990); White v. IRS, 707 F.2d 897 (6th Cir. 1983); Chamberlain v. Kurtz, 589 F.2d 827 (5th Cir.1979), cert. denied, 444 U.S. 842 (1979); and others.",0,OCC,2072
26 U.S.C.  6103,Taxpayer InformationsameConfidential Returns and Return Information: 26 USC § 6103 prohibits the disclosure of (1) tax returns and return information of third party taxpayers (section 6103(a)); (2) the standards used for selection of returns for examination (section 6103(b)(2)); and (3) a requester?s own return information if the release would seriously impair federal tax administration (section 6103(e)(7)).,"White v. IRS, 707 F.2d 897 (6th Cir. 1983); Church of Scientology v. IRS, 484 U.S. 9 (1987); Aronson v. IRS, 973 F.2d 962 (1st Cir. 1992); Stebbins v. Sullivan, No. 90-5361, slip op. at 1 (D.C. Cir. July 22, 1992); Wishart v. Commissioner, C-97-20614-SW (N.D. Cal., decided August 6, 1998); Gillin v. IRS, No. 90-31 (D.N.H. Apr. 15, 1991), aff?d, 980 F.2d 819 (1st  Cir. 1992); Casa Investors, Ltd. v. Gibbs, No. 88-2485, 1990 WL 180703 (D.D.C. Oct. 11, 1990); White v. IRS, 707 F.2d 897 (6th Cir. 1983); Chamberlain v. Kurtz, 589 F.2d 827 (5th Cir.1979), cert. denied, 444 U.S. 842 (1979); and others.",0,BEP,2072
26 U.S.C.  6103,Taxpayer InformationsameConfidential Returns and Return Information: 26 USC § 6103 prohibits the disclosure of (1) tax returns and return information of third party taxpayers (section 6103(a)); (2) the standards used for selection of returns for examination (section 6103(b)(2)); and (3) a requester?s own return information if the release would seriously impair federal tax administration (section 6103(e)(7)).,"White v. IRS, 707 F.2d 897 (6th Cir. 1983); Church of Scientology v. IRS, 484 U.S. 9 (1987); Aronson v. IRS, 973 F.2d 962 (1st Cir. 1992); Stebbins v. Sullivan, No. 90-5361, slip op. at 1 (D.C. Cir. July 22, 1992); Wishart v. Commissioner, C-97-20614-SW (N.D. Cal., decided August 6, 1998); Gillin v. IRS, No. 90-31 (D.N.H. Apr. 15, 1991), aff?d, 980 F.2d 819 (1st  Cir. 1992); Casa Investors, Ltd. v. Gibbs, No. 88-2485, 1990 WL 180703 (D.D.C. Oct. 11, 1990); White v. IRS, 707 F.2d 897 (6th Cir. 1983); Chamberlain v. Kurtz, 589 F.2d 827 (5th Cir.1979), cert. denied, 444 U.S. 842 (1979); and others.",25,FMS,2072
26 U.S.C.  6103,Taxpayer InformationsameConfidential Returns and Return Information: 26 USC § 6103 prohibits the disclosure of (1) tax returns and return information of third party taxpayers (section 6103(a)); (2) the standards used for selection of returns for examination (section 6103(b)(2)); and (3) a requester?s own return information if the release would seriously impair federal tax administration (section 6103(e)(7)).,"White v. IRS, 707 F.2d 897 (6th Cir. 1983); Church of Scientology v. IRS, 484 U.S. 9 (1987); Aronson v. IRS, 973 F.2d 962 (1st Cir. 1992); Stebbins v. Sullivan, No. 90-5361, slip op. at 1 (D.C. Cir. July 22, 1992); Wishart v. Commissioner, C-97-20614-SW (N.D. Cal., decided August 6, 1998); Gillin v. IRS, No. 90-31 (D.N.H. Apr. 15, 1991), aff?d, 980 F.2d 819 (1st  Cir. 1992); Casa Investors, Ltd. v. Gibbs, No. 88-2485, 1990 WL 180703 (D.D.C. Oct. 11, 1990); White v. IRS, 707 F.2d 897 (6th Cir. 1983); Chamberlain v. Kurtz, 589 F.2d 827 (5th Cir.1979), cert. denied, 444 U.S. 842 (1979); and others.",1950,IRS,2072
26 U.S.C.  6103,Taxpayer InformationsameConfidential Returns and Return Information: 26 USC § 6103 prohibits the disclosure of (1) tax returns and return information of third party taxpayers (section 6103(a)); (2) the standards used for selection of returns for examination (section 6103(b)(2)); and (3) a requester?s own return information if the release would seriously impair federal tax administration (section 6103(e)(7)).,"White v. IRS, 707 F.2d 897 (6th Cir. 1983); Church of Scientology v. IRS, 484 U.S. 9 (1987); Aronson v. IRS, 973 F.2d 962 (1st Cir. 1992); Stebbins v. Sullivan, No. 90-5361, slip op. at 1 (D.C. Cir. July 22, 1992); Wishart v. Commissioner, C-97-20614-SW (N.D. Cal., decided August 6, 1998); Gillin v. IRS, No. 90-31 (D.N.H. Apr. 15, 1991), aff?d, 980 F.2d 819 (1st  Cir. 1992); Casa Investors, Ltd. v. Gibbs, No. 88-2485, 1990 WL 180703 (D.D.C. Oct. 11, 1990); White v. IRS, 707 F.2d 897 (6th Cir. 1983); Chamberlain v. Kurtz, 589 F.2d 827 (5th Cir.1979), cert. denied, 444 U.S. 842 (1979); and others.",0,MINT,2072
26 U.S.C.  6103,Taxpayer InformationsameConfidential Returns and Return Information: 26 USC § 6103 prohibits the disclosure of (1) tax returns and return information of third party taxpayers (section 6103(a)); (2) the standards used for selection of returns for examination (section 6103(b)(2)); and (3) a requester?s own return information if the release would seriously impair federal tax administration (section 6103(e)(7)).,"White v. IRS, 707 F.2d 897 (6th Cir. 1983); Church of Scientology v. IRS, 484 U.S. 9 (1987); Aronson v. IRS, 973 F.2d 962 (1st Cir. 1992); Stebbins v. Sullivan, No. 90-5361, slip op. at 1 (D.C. Cir. July 22, 1992); Wishart v. Commissioner, C-97-20614-SW (N.D. Cal., decided August 6, 1998); Gillin v. IRS, No. 90-31 (D.N.H. Apr. 15, 1991), aff?d, 980 F.2d 819 (1st  Cir. 1992); Casa Investors, Ltd. v. Gibbs, No. 88-2485, 1990 WL 180703 (D.D.C. Oct. 11, 1990); White v. IRS, 707 F.2d 897 (6th Cir. 1983); Chamberlain v. Kurtz, 589 F.2d 827 (5th Cir.1979), cert. denied, 444 U.S. 842 (1979); and others.",0,BPD,2072
26 U.S.C.  6103,Taxpayer InformationsameConfidential Returns and Return Information: 26 USC § 6103 prohibits the disclosure of (1) tax returns and return information of third party taxpayers (section 6103(a)); (2) the standards used for selection of returns for examination (section 6103(b)(2)); and (3) a requester?s own return information if the release would seriously impair federal tax administration (section 6103(e)(7)).,"White v. IRS, 707 F.2d 897 (6th Cir. 1983); Church of Scientology v. IRS, 484 U.S. 9 (1987); Aronson v. IRS, 973 F.2d 962 (1st Cir. 1992); Stebbins v. Sullivan, No. 90-5361, slip op. at 1 (D.C. Cir. July 22, 1992); Wishart v. Commissioner, C-97-20614-SW (N.D. Cal., decided August 6, 1998); Gillin v. IRS, No. 90-31 (D.N.H. Apr. 15, 1991), aff?d, 980 F.2d 819 (1st  Cir. 1992); Casa Investors, Ltd. v. Gibbs, No. 88-2485, 1990 WL 180703 (D.D.C. Oct. 11, 1990); White v. IRS, 707 F.2d 897 (6th Cir. 1983); Chamberlain v. Kurtz, 589 F.2d 827 (5th Cir.1979), cert. denied, 444 U.S. 842 (1979); and others.",0,OTS,2072
26 U.S.C.  6103,Taxpayer InformationsameConfidential Returns and Return Information: 26 USC § 6103 prohibits the disclosure of (1) tax returns and return information of third party taxpayers (section 6103(a)); (2) the standards used for selection of returns for examination (section 6103(b)(2)); and (3) a requester?s own return information if the release would seriously impair federal tax administration (section 6103(e)(7)).,"White v. IRS, 707 F.2d 897 (6th Cir. 1983); Church of Scientology v. IRS, 484 U.S. 9 (1987); Aronson v. IRS, 973 F.2d 962 (1st Cir. 1992); Stebbins v. Sullivan, No. 90-5361, slip op. at 1 (D.C. Cir. July 22, 1992); Wishart v. Commissioner, C-97-20614-SW (N.D. Cal., decided August 6, 1998); Gillin v. IRS, No. 90-31 (D.N.H. Apr. 15, 1991), aff?d, 980 F.2d 819 (1st  Cir. 1992); Casa Investors, Ltd. v. Gibbs, No. 88-2485, 1990 WL 180703 (D.D.C. Oct. 11, 1990); White v. IRS, 707 F.2d 897 (6th Cir. 1983); Chamberlain v. Kurtz, 589 F.2d 827 (5th Cir.1979), cert. denied, 444 U.S. 842 (1979); and others.",62,TIGTA,2072
