Component,Number of Appeals Received - Number of Received During Fiscal Year From Last Year's Annual Report,Number of Appeals Received - Number of Received During Fiscal Year From Current Annual Report,Number of Appeals Processed - Number of Processed During Fiscal Year From Last Year's Annual Report,,Number of Appeals Processed - Number of Processed During Fiscal Year From Current Annual Report,
FSIP,0,0,0,0,
Authority,0,2,0,2,
IG,0,0,0,0,
OGC,2,2,3,2,
ATRO,0,0,0,0,
BORO,0,0,0,0,
CHRO,0,0,0,0,
DARO,0,0,0,0,
DERO,0,0,0,0,
SFRO,0,0,0,0,
WARO,0,0,0,0,
Total,2,4,3,4,
