Component,Number of Appeals Received - Number of Received During Fiscal Year From Last Year's Annual Report,Number of Appeals Received - Number of Received During Fiscal Year From Current Annual Report,Number of Appeals Processed - Number of Processed During Fiscal Year From Last Year's Annual Report,,Number of Appeals Processed - Number of Processed During Fiscal Year From Current Annual Report,
ARC,0,0,0,0,
DFRC,0,0,0,0,
GRC,0,0,0,0,
GSFC,0,0,0,0,
HQ,0,0,0,0,
JPL,0,0,0,0,
JSC,0,0,0,0,
KSC,0,0,0,0,
LaRC,0,0,0,0,
MSFC,0,0,0,0,
NSSC,0,0,0,0,
OGC,19,23,21,21,
OIG,2,3,2,3,
SSC,0,0,0,0,
Total,21,26,23,24,
