Component,Number of Appeals Received - Number of Received During Fiscal Year From Last Year's Annual Report,Number of Appeals Received - Number of Received During Fiscal Year From Current Annual Report,Number of Appeals Processed - Number of Processed During Fiscal Year From Last Year's Annual Report,,Number of Appeals Processed - Number of Processed During Fiscal Year From Current Annual Report,
AFRC,0,0,0,0,
ARC,0,0,0,0,
GRC,0,0,0,0,
GSFC,0,0,0,0,
HQ,0,0,0,0,
JPL,0,0,0,0,
JSC,0,0,0,0,
KSC,0,0,0,0,
LaRC,0,0,0,0,
MSFC,0,0,0,0,
NSSC,0,0,0,0,
OGC,19,17,16,21,
OIG,0,1,0,1,
SSC,0,0,0,0,
Total,19,18,16,22,
