Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,
ADJ BDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ALJ,4,0,0,0,0,0,0,0,0,0,0,0,0,4,
ASP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BLS,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
CFO,0,0,0,0,0,0,0,0,0,0,0,0,8,8,
EBSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ETA,7,0,0,0,0,0,0,0,0,0,0,0,0,7,
EXEC SEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ILAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MSHA,6,3,2,1,1,1,0,0,0,0,0,3,2,19,
OASAM,0,1,1,0,0,0,0,0,0,0,0,0,0,2,
OCIA,1,1,0,0,0,0,0,0,0,0,0,0,0,2,
ODEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OFCCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OIG,6,0,0,0,0,0,0,0,0,0,0,0,0,6,
OLMS,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
OPA,3,0,0,0,0,0,0,0,0,0,0,0,0,3,
OSEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OSHA,60,9,2,1,0,1,0,0,0,1,0,0,0,74,
OWCP,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
SOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
VETS,2,0,0,0,0,0,0,0,0,0,0,0,0,2,
WB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WHD,16,2,0,0,0,0,0,0,0,0,0,0,0,18,
Total,106,16,5,2,3,2,0,0,0,1,0,3,10,148,
