Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
10 U.S.C. § 2305(g),Certain contractor proposals,"Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).",30,AF,194
10 U.S.C. § 2305(g),Certain contractor proposals,"Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).",69,ARMY,194
10 U.S.C. § 2305(g),Certain contractor proposals,"Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).",2,DHA,194
10 U.S.C. § 2305(g),Certain contractor proposals,"Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).",3,DISA,194
10 U.S.C. § 2305(g),Certain contractor proposals,"Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).",45,DLA,194
10 U.S.C. § 2305(g),Certain contractor proposals,"Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).",6,DoDEA,194
10 U.S.C. § 2305(g),Certain contractor proposals,"Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).",20,NAVY,194
10 U.S.C. § 2305(g),Certain contractor proposals,"Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).",13,OSD/JS,194
10 U.S.C. § 2305(g),Certain contractor proposals,"Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).",3,SOCOM,194
10 U.S.C. § 2305(g),Certain contractor proposals,"Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).",3,TRANSCOM,194
41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))*(Procurement Integrity Act),Contractor bid or proposal information; source selection information,"Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).",2,AF,17
41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))*(Procurement Integrity Act),Contractor bid or proposal information; source selection information,"Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).",2,ARMY,17
41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))*(Procurement Integrity Act),Contractor bid or proposal information; source selection information,"Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).",5,DHA,17
41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))*(Procurement Integrity Act),Contractor bid or proposal information; source selection information,"Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).",7,NAVY,17
41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))*(Procurement Integrity Act),Contractor bid or proposal information; source selection information,"Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).",1,OSD/JS,17
5 U.S.C. § 107(a)(2)(Ethics in Gvoernment Act of 1978),Financial disclosure information pertaining to certain government employees,"Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).",2,AF,4
5 U.S.C. § 107(a)(2)(Ethics in Gvoernment Act of 1978),Financial disclosure information pertaining to certain government employees,"Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).",2,DHA,4
5 U.S.C. § 574(j),Dispute resolution communications between neutral and a party to the dispute.,,1,AF,3
5 U.S.C. § 574(j),Dispute resolution communications between neutral and a party to the dispute.,,1,NAVY,3
5 U.S.C. § 574(j),Dispute resolution communications between neutral and a party to the dispute.,,1,NGA,3
"5 U.S.C. §§ 7114(b)(4), 7132 (Civil Service Reform Act)",Defining agencies' and representatives' duty to negotiate in good faith to include disclosure of certain labor relations training and guidance materials and limiting the issuance of certain subpoenas,"Dubin v. Dep't of Treasury, 555 F. Supp. 408, 412 (N.D. Ga. 1981) (5 U.S.C. § 7114(b)(4)), aff'd, 697 F.2d 1093 (11th Cir. 1983) (unpublished table decision); NTEU v. OPM, No. 76-695, slip op. at 3-4 (D.D.C. July 9, 1979) (5 U.S.C. § 7114(b)(4) and 5 U.S.C. § 7132).",1,AF,1
10 U.S.C. § 128,"Unclassified information pertaining to security measures, including security plans, procedures, and equipment for the physical protection of special nuclear material",,5,AF,7
10 U.S.C. § 128,"Unclassified information pertaining to security measures, including security plans, procedures, and equipment for the physical protection of special nuclear material",,2,OSD/JS,7
10 U.S.C. § 130,"Certain ""technical data with military or space application in the possession of, or under the control of, the Department of Defense""","Newport Aeronautical Sales v. Dep't of the Air Force, 684 F.3d 160, 165 (D.C. Cir. 2012); Chenkin v. Dep't of the Army, No. 93-494, 1994 U.S. Dist. LEXIS 20907, at *8 (E.D. Pa. Jan. 14, 1994), aff'd, 61 F.3d 894 (3d Cir. 1995) (unpublished table decision).",45,AF,144
