Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,
Office of the AG,0,0,2,2,2,2,1,0,0,0,0,0,3,12,
Office of the DAG,0,0,2,1,1,2,0,0,1,0,0,1,3,11,
Office of the Assoc. AG,0,0,2,1,0,1,0,0,0,0,0,0,1,5,
Antitrust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ATF,1,0,0,0,0,0,0,0,0,0,0,1,0,2,
BOP,3,0,0,1,0,0,0,0,0,0,0,0,0,4,
Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Civil Rights,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
COPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Criminal,1,2,0,0,0,0,0,1,1,0,0,0,0,5,
CRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DEA,7,1,0,1,0,0,0,0,1,0,0,0,0,10,
ENRD,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
EOIR,5,1,1,0,0,0,0,0,0,0,0,0,0,7,
EOUSA,1,0,4,3,0,0,0,2,0,0,0,0,0,10,
EOUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FBI,5,7,6,8,2,2,3,0,0,2,5,1,1,42,
FCSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NDIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NSD,0,1,0,0,0,0,0,0,0,0,0,0,4,5,
OCDETF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ODR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OFDT,0,3,0,0,0,0,0,0,0,0,0,0,0,3,
OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OIP,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
OIPL,1,0,5,0,0,0,0,0,0,0,0,0,0,6,
OJP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OLA,0,0,2,0,0,1,0,0,0,0,0,0,1,4,
OLC,0,0,1,0,0,0,2,0,1,0,2,1,1,8,
OLP,3,1,1,0,0,0,0,0,0,0,0,0,1,6,
OPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OSG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OVW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pardon Attorney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Public Affairs,0,0,2,0,0,1,0,0,0,0,0,0,0,3,
PRAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
USMS,2,0,0,0,0,0,0,0,0,0,0,0,0,2,
USNCB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
USPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Total,30,17,29,17,5,9,6,3,4,2,7,4,15,148,
