Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,
Office of the AG,0,0,0,0,0,0,0,0,2,0,0,0,2,4,
Office of the DAG,0,0,0,0,0,0,0,0,1,0,0,0,1,2,
Office of the Assoc. AG,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
Antitrust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ATF,0,0,0,0,0,0,1,1,1,0,0,0,0,3,
BOP,17,5,0,4,2,2,2,2,0,1,0,1,0,36,
Civil,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
Civil Rights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COPS,5,0,0,0,0,0,0,0,0,0,0,0,0,5,
Criminal,1,0,1,0,0,0,0,0,0,0,0,0,0,2,
CRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DEA,3,0,1,3,0,0,0,0,0,1,0,0,0,8,
ENRD,0,1,0,0,1,0,0,0,0,0,0,0,0,2,
EOIR,1,3,1,0,0,1,0,0,0,0,1,0,0,7,
EOUSA,0,0,1,0,1,0,0,1,0,0,0,0,0,3,
EOUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FBI,25,8,4,2,6,2,7,6,2,2,3,0,2,69,
FCSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NSD,0,0,1,0,0,0,1,1,0,0,1,3,1,8,
OCDETF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OIG,0,1,0,0,0,0,0,0,0,0,1,0,0,2,
OIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OJP,4,1,0,0,1,0,0,0,0,0,0,0,0,6,
OLA,0,0,0,0,0,1,0,0,0,0,0,2,1,4,
OLC,1,1,0,0,0,0,1,0,0,0,2,0,0,5,
OLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OPR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
OSG,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
OVW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pardon Attorney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Public Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PRAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
USMS,2,0,0,0,0,0,0,0,0,0,0,0,0,2,
USNCB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
USPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Total,59,20,9,9,11,7,12,11,6,4,9,6,9,172,
