Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
39 U.S.C. § 410(c)(1),Records relating to names and addresses of postal customer,None.,204,PS,204
39 U.S.C. § 410(c)(1),Records relating to names and addresses of postal customer,None.,0,PIS,204
39 U.S.C. § 410(c)(1),Records relating to names and addresses of postal customer,None.,0,OIG,204
39 U.S.C. § 410(c)(2),Records relating to commercial information that is proprietary to the Postal Service,"Wickwire Gavin, P.C. v. USPS. 356 F.3d 588, 589, 597 (4th Cir. 2004); Am. Postal Workers Union, AFL-CIO v. USPS, 742 F. Supp. 2d 76, 81-83 (D.D.C. 2010); reid v. USPS, No. 05-294, 2006 WL 1876682, at *5-9 (S.D. Ill, July 5, 2006).",181,PS,186
39 U.S.C. § 410(c)(2),Records relating to commercial information that is proprietary to the Postal Service,"Wickwire Gavin, P.C. v. USPS. 356 F.3d 588, 589, 597 (4th Cir. 2004); Am. Postal Workers Union, AFL-CIO v. USPS, 742 F. Supp. 2d 76, 81-83 (D.D.C. 2010); reid v. USPS, No. 05-294, 2006 WL 1876682, at *5-9 (S.D. Ill, July 5, 2006).",2,PIS,186
39 U.S.C. § 410(c)(2),Records relating to commercial information that is proprietary to the Postal Service,"Wickwire Gavin, P.C. v. USPS. 356 F.3d 588, 589, 597 (4th Cir. 2004); Am. Postal Workers Union, AFL-CIO v. USPS, 742 F. Supp. 2d 76, 81-83 (D.D.C. 2010); reid v. USPS, No. 05-294, 2006 WL 1876682, at *5-9 (S.D. Ill, July 5, 2006).",3,OIG,186
39 U.S.C. § 410(c)(3),Records relating to information prepared for use in negotiating collective bargaining agreements,None.,9,PS,9
39 U.S.C. § 410(c)(3),Records relating to information prepared for use in negotiating collective bargaining agreements,None.,0,PIS,9
39 U.S.C. § 410(c)(3),Records relating to information prepared for use in negotiating collective bargaining agreements,None.,0,OIG,9
39 U.S.C. § 410(c)(4),"Records prepared for proceedings under 39 U.S.C. Chapter 36, relating to rates, classification, and service changes",None.,3,PS,3
39 U.S.C. § 410(c)(4),"Records prepared for proceedings under 39 U.S.C. Chapter 36, relating to rates, classification, and service changes",None.,0,PIS,3
39 U.S.C. § 410(c)(4),"Records prepared for proceedings under 39 U.S.C. Chapter 36, relating to rates, classification, and service changes",None.,0,OIG,3
39 U.S.C. § 410(c)(5),"Reports and memoranda of consultants or independent contractors, except to the extent that they would be required to be disclosed if prepared within the Postal Service",None.,3,PS,3
39 U.S.C. § 410(c)(5),"Reports and memoranda of consultants or independent contractors, except to the extent that they would be required to be disclosed if prepared within the Postal Service",None.,0,PIS,3
39 U.S.C. § 410(c)(5),"Reports and memoranda of consultants or independent contractors, except to the extent that they would be required to be disclosed if prepared within the Postal Service",None.,0,OIG,3
39 U.S.C. § 412,Records containing lists of postal customers,None.,16,PS,16
39 U.S.C. § 412,Records containing lists of postal customers,None.,0,PIS,16
39 U.S.C. § 412,Records containing lists of postal customers,None.,0,OIG,16
18 U.S.C. § 1461,Records concerning non-mailable matter,None.,1,PS,1
18 U.S.C. § 1461,Records concerning non-mailable matter,None.,0,PIS,1
18 U.S.C. § 1461,Records concerning non-mailable matter,None.,0,OIG,1
18 U.S.C. 2510 (Title III of the Omnibus Crime Control and Safe Streets Act),"Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretap","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).",0,PS,4
18 U.S.C. 2510 (Title III of the Omnibus Crime Control and Safe Streets Act),"Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretap","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).",4,PIS,4
18 U.S.C. 2510 (Title III of the Omnibus Crime Control and Safe Streets Act),"Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretap","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).",0,OIG,4
18 U.S.C. § 2517 (Title III of the Omnibus Crime Control and Safe Streets Act),"Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretap","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).",0,PS,3
18 U.S.C. § 2517 (Title III of the Omnibus Crime Control and Safe Streets Act),"Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretap","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).",3,PIS,3
18 U.S.C. § 2517 (Title III of the Omnibus Crime Control and Safe Streets Act),"Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretap","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).",0,OIG,3
"Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319",Certain records pertaining to grand jury proceedings,"Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F.Supp. 2d 749, 776 (E.D. Pa. 2008).",0,PS,11
