Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,
FAA,21,9,5,3,0,1,0,0,1,1,0,0,0,41,
FHWA,0,2,0,0,0,0,0,0,0,0,0,0,0,2,
FMCSA,5,1,0,1,2,0,0,0,0,0,1,0,0,10,
FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MARAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NHTSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PHMSA,2,0,0,0,0,0,0,0,0,0,0,0,0,2,
RITA,0,2,0,0,0,0,0,0,0,0,0,0,0,2,
SLSDC,2,0,0,0,0,0,0,0,0,0,0,0,0,2,
Total,30,14,5,4,2,1,0,0,1,1,1,0,0,59,
