Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,
CBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CRCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FEMA,1,0,0,1,0,0,2,0,0,1,2,1,2,10,
FLETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
I&A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ICE,1,0,0,0,0,1,0,0,0,0,0,0,0,2,
MGMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NPPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PLCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PRIV,0,1,0,0,0,0,1,0,0,0,0,0,0,2,
S&T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
US-VISIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
USCG,23,0,0,0,0,0,0,0,0,0,0,0,0,23,
USCIS,7,3,0,1,2,0,0,0,0,0,1,1,1,16,
USSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Total,32,4,0,2,2,1,3,0,0,1,3,2,3,53,
