Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,Year
CBP,3319,925,333,287,204,80,18,22,22,16,32,0,0,5258,2008
CRCL,8,8,0,1,0,1,0,1,1,0,0,0,0,20,2008
FEMA,16,16,12,9,2,4,2,3,1,0,5,4,7,81,2008
FLETC,96,26,10,7,9,0,0,0,0,0,0,0,0,148,2008
I&A,22,10,0,0,0,0,0,0,0,0,0,0,0,32,2008
ICE,2205,114,29,19,14,5,8,4,3,1,14,21,26,2463,2008
MGMT,114,10,0,0,0,0,0,0,0,0,0,0,0,124,2008
NPPD,26,4,5,4,3,3,3,1,1,0,0,0,0,50,2008
OGC,5,1,0,1,0,0,0,0,0,0,0,0,0,7,2008
OIG,49,35,14,12,12,8,2,1,0,4,10,12,1,160,2008
OPS,16,3,0,0,0,0,0,0,0,0,0,0,0,19,2008
PLCY,4,6,0,0,0,0,0,0,0,0,0,0,0,10,2008
PRIV,629,12,0,0,0,0,0,0,0,0,0,0,0,641,2008
S&T,47,13,5,3,1,0,0,0,0,0,0,0,0,69,2008
TSA,58,23,9,5,10,5,1,3,1,0,0,0,0,115,2008
US-VISIT,1835,230,0,0,0,1,0,0,0,0,0,0,0,2066,2008
USCG,3438,491,67,28,17,12,5,9,2,2,12,8,37,4128,2008
USCIS,905,582,910,869,1231,1716,1107,804,576,523,3277,3356,8434,24290,2008
USSS,145,575,125,0,0,0,0,0,0,0,0,0,0,845,2008
Total,12937,3084,1519,1245,1503,1835,1146,848,607,546,3350,3401,8505,40526,2008
CBP,8680,1550,1697,1381,2573,421,134,62,64,27,173,24,0,16786,2009
CRCL,2,1,1,1,0,0,0,0,0,0,0,0,0,5,2009
FEMA,25,19,8,19,14,7,9,8,9,3,33,11,30,195,2009
FLETC,80,15,7,4,4,2,2,1,5,2,2,0,0,124,2009
I&A,6,2,0,0,0,0,0,0,0,0,0,0,0,8,2009
ICE,4139,968,111,50,28,5,3,1,0,0,0,0,0,5305,2009
MGMT,89,6,0,1,0,0,0,0,0,0,0,0,0,96,2009
NPPD,22,10,6,2,3,3,1,0,1,0,3,1,0,52,2009
OGC,2,1,0,0,0,1,0,0,0,0,0,0,0,4,2009
OIG,65,30,10,3,0,0,2,0,0,0,0,0,0,110,2009
OPS,14,0,0,0,0,0,0,0,0,0,0,0,0,14,2009
PLCY,5,1,0,0,0,0,0,0,0,0,0,0,0,6,2009
PRIV,632,9,5,3,0,1,0,0,0,0,0,0,0,650,2009
S&T,36,14,3,4,2,0,0,0,0,0,0,0,0,59,2009
TSA,127,51,33,15,9,9,2,3,2,2,4,1,0,258,2009
US-VISIT,16,2,1,1,0,0,0,0,0,0,2,0,0,22,2009
USCG,4090,324,109,69,37,50,23,13,14,7,33,12,1,4782,2009
USCIS,1880,854,707,187,107,390,1000,1617,1344,1281,5289,1232,3095,18983,2009
USSS,0,78,52,0,0,0,0,0,0,0,0,0,0,130,2009
Total,19910,3935,2750,1740,2777,889,1176,1705,1439,1322,5539,1281,3126,47589,2009
CBP,6725,2626,2956,1251,595,169,9,6,7,3,5,9,1,14362,2010
CRCL,4,2,2,0,0,1,0,0,0,0,0,0,0,9,2010
FEMA,30,37,26,27,32,27,31,20,12,12,68,25,52,399,2010
FLETC,87,29,13,8,3,6,3,3,5,12,0,0,0,169,2010
I&A,14,6,3,0,0,0,0,0,0,0,0,0,0,23,2010
ICE,6114,653,75,39,25,9,5,2,3,3,2,0,0,6930,2010
MGMT,111,12,0,0,0,0,0,0,0,0,0,0,0,123,2010
NPPD,37,33,13,3,5,0,0,0,0,0,0,0,0,91,2010
OGC,9,8,0,1,0,0,3,2,0,1,2,2,0,28,2010
OIG,99,13,2,0,0,0,0,0,0,0,0,0,0,114,2010
OPS,18,0,0,0,0,0,0,0,0,0,0,0,0,18,2010
PLCY,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2010
PRIV,761,4,1,0,0,0,0,0,0,0,0,0,0,766,2010
S&T,30,9,1,0,0,0,0,0,0,0,0,0,0,40,2010
TSA,69,21,10,3,2,2,1,3,0,3,1,0,0,115,2010
US-VISIT,683,946,21,3,1,1,1,0,1,0,0,0,0,1657,2010
USCG,2300,509,144,48,35,12,13,6,8,3,12,1,0,3091,2010
USCIS,4280,7651,4703,1559,1212,144,81,64,38,34,99,69,719,20653,2010
USSS,61,0,0,0,0,0,0,0,0,0,0,0,0,61,2010
Total,21437,12559,7970,2942,1910,371,147,106,74,71,189,106,772,48654,2010
CBP,16497,1069,1199,1241,1506,1028,1279,1132,306,147,64,0,0,25468,2011
CRCL,48,1,0,0,0,0,0,0,0,0,0,0,0,49,2011
FEMA,8,3,1,1,0,3,3,6,15,7,49,46,122,264,2011
FLETC,82,15,11,5,5,3,3,0,1,0,1,0,0,126,2011
I&A,3,5,1,0,0,0,0,0,0,0,0,0,0,9,2011
ICE,11080,1655,917,223,95,32,16,15,2,2,1,1,0,14039,2011
MGMT,80,18,0,1,0,0,0,0,0,0,0,0,0,99,2011
NPPD,22,42,10,2,3,2,4,1,3,2,3,0,0,94,2011
OGC,16,5,0,0,1,0,0,0,0,0,0,0,0,22,2011
OIG,82,2,0,0,0,0,0,0,0,0,0,0,0,84,2011
OPS,19,0,0,0,0,0,0,0,0,0,0,0,0,19,2011
PLCY,9,0,0,0,0,0,0,0,0,0,0,0,0,9,2011
PRIV,843,0,0,0,0,0,0,0,0,0,0,0,0,843,2011
S&T,23,3,2,0,0,0,0,0,0,0,0,0,0,28,2011
TSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
US-VISIT,2623,44,2,0,1,2,1,0,2,1,5,0,0,2681,2011
USCG,1987,70,20,16,9,8,19,4,7,0,13,5,2,2160,2011
USCIS,4657,2274,2948,2517,1158,1560,2364,137,35,20,33,9,1121,18833,2011
USSS,68,0,0,0,0,0,0,0,0,0,0,0,0,68,2011
