Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable),
FOIA-2013-02056,OIP,3/7/13,E-mails on the topic of U.S. Department of Justice green building policies and regulations sent between the Assistant Attorney General for Administration and various individuals and organizations,"Determined that the Justice Management Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-02057,OIP,3/7/13,Files on Aaron H. Swartz (deceased) compiled and maintained by the Computer Crime & Intellectual Property Section of the Department of Justice,"Determined that the Criminal Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-02058,OIP,3/7/13,Records concerning various aspects of directed energy weapons,"Based on the information provided in the request letter, determined that the Dep't. of Energy and the U.S. Secret Service were the most appropriate entities for handling and referred requester to those agencies for processing",,,
FOIA-2012-00447,OAG,3/7/13,"Records from January 1, 2010, to February 28, 2011, concerning alleged efforts by officials within the federal government to contact or influence American companies’ association with WikiLeaks",No Records,,,
FOIA-2012-00449,OLA,3/7/13,"Records from January 1, 2010, to February 28, 2011, concerning alleged efforts by officials within the federal government to contact or influence American companies’ association with WikiLeaks",No Records,,,
FOIA-2013-01040,OIP,3/7/13,Records of communications between staff of the Office of Information Policy and the Federal Bureau of Prisons pertaining to a FOIA administrative appeal remand,Full Grant,,,
FOIA-2013-01298,OAG,3/7/13,"Copy of the guidelines, signed into effect by the Attorney General, which proscribe authority of the National Counterterrorism Center to access, analyze, and store a wide range of government data and databases",Provided requester with publicly available copy of the requested material,,,
FOIA-2013-01371,OAG,3/7/13,Personnel files for a former senior Office of the Attorney General official.,Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-01992,OIP,3/7/13,Copies of various Executive Orders and information regarding any updates to them,Partial Grant/Partial Denial: Provided requester with publicly available online copies of Executive Orders; Informed Requester that the FOIA is a records access statue and is not applicable to the second query of this request,,,
FOIA-2013-01983,OIP,3/8/13,Records concerning financial funding of various organizations and state entities,"Informed requester that the FOIA does not apply to state or local records; Also informed requester that because the federal government has a decentralized system for processing FOIA requests, each agency would maintain their own records and provided link to FOIA.gov for FOIA contact information of other federal agencies",,,
FOIA-2013-01940,OIP,3/8/13,"Records concerning a state court case, as well as copies of various tax forms",Informed the requester that the FOIA does not apply to state or local records.; Provided  requester with the address of the Court Clerk; Provided requester with contact information for the IRS for copies of  tax forms,,,
FOIA-2013-01932,OIP,3/8/13,"Various records concerning a contract with the city of Dallas, Texas",Informed the requester that the FOIA does not apply to state or local records; Informed the requester that the DOJ Mail Referral Unit had also routed the request to the Executive Office for United States Attorneys for processing; Provided requester with a copy of the DOJ FOIA Reference Guide,,,
FOIA-2013-01993,OIP,3/8/13,Investigative report submitted by an appointed attorney in a federal court case,"Provided requester with a copy of the DOJ FOIA Reference Guide; Determined that the FBI and Executive Office for United States Attorneys, DOJ, were also appropriate entities for handling and referred requester to those components for processing",,,
FOIA-2013-02174,OAG,3/8/13,Records pertaining to a criminal matter involving third parties,"Request Withdrawn by requester after conversation with OIP FOIA Specialist regarding the types of records typically maintained by DOJ's Senior Leadership Offices; Also determined that the FBI, ATF, DEA, and Executive Office for United States Attorneys, DOJ, were appropriate entities for handling and informed requester that the Mail Referral Unit had already routed the request to those components for processing",,,
FOIA-2013-02175,ODAG,3/8/13,Records pertaining to a criminal matter involving third parties,"Request Withdrawn by requester after conversation with OIP FOIA Specialist regarding the types of records typically maintained by DOJ's Senior Leadership Offices, and that these offices would not typically maintain records on individuals",,,
FOIA-2013-02176,OASG,3/8/13,Records pertaining to a criminal matter involving third parties,"Request Withdrawn by requester after conversation with OIP FOIA Specialist regarding the types of records typically maintained by DOJ's Senior Leadership Offices, and that these offices would not typically maintain records on individuals",,,
FOIA-2013-02177,PAO,3/8/13,Records pertaining to a criminal matter involving third parties,"Request Withdrawn by requester after conversation with OIP FOIA Specialist regarding the types of records typically maintained by DOJ's Senior Leadership Offices, and that these offices would not typically maintain records on individuals",,,
FOIA-2011-01188,PAO,3/8/13,Records pertaining to a Department of Justice investigation of allegations concerning Guantanamo Bay,"Referral: After review was completed by OIP, referred material to the Criminal Division, DOJ, for additional processing and direct response to the requester",,,
FOIA-2013-01934,OAG,3/8/13,"Records regarding the duties of the Office of the Attorney General, as well as policy statements, and staff manuals",Provided the requester with records on policy statements and duties of the Office of the Attorney General from the OIP FOIA Library; suggested that requester provide further information in the future on particular topics of interest ,,,
FOIA-2012-00201,OLA,3/11/13,"Any documents from the late 1970s to the present about an Atomic Energy Act/obstruction of justice investigation related to the alleged diversion of nuclear materials from the NUMEC plant in Apollo, PA",No Records,,,
FOIA-2012-01304,OLA,3/11/13,"Correspondence between the Department of Justice and Representative Paul Ryan and/or his staff between January 1, 1999 and the present ",Request Withdrawn by Requester,,,
FOIA-2013-01982,OIP,3/11/13,"A list of frequently requested records for the years 2008 to 2013, a copy of the FOIA Report for the years 2008 to 2013, and a list of policy statements",Provided requester with publicly available online copies of DOJ FOIA Annual Reports and lists of FOIA-processed and operational documents; Informed requester that further production would incur duplication fees,,,
FOIA-2013-01991,OIP,3/11/13,"Copy of the National Standards to Prevent, Respond and Detect Prison Rape as published in the federal register","Provided requester with publicly available copy of the requested material, as well as a link to the Government Printing Office for additional information published in the Federal Register",,,
FOIA-2013-01987,OIP,3/12/13,Paper copy of the Department of Justice Guide to the Freedom of Information Act,Provided requester with 140 pages of the Guide and informed the requester that any additional production would incur duplication fees; Provided requester with information on how to obtain a full copy of the Guide from the Government Printing Office,,,
FOIA-2011-00973,OAG,3/12/13,"Scheduling calendars from June 1 to July 15 for Attorney General Eric Holder, Deputy Attorney General James Cole, Associate Attorney Thomas Perrelli, Assistant Attorney General for Anti-Trust Christine Varney and Assistant Attorney General for the Criminal Division Lanny Breuer",Request Withdrawn by Requester,,,
FOIA-2011-00974,ODAG,3/12/13,"Scheduling calendars from June 1 to July 15 for Attorney General Eric Holder, Deputy Attorney General James Cole, Associate Attorney Thomas Perrelli, Assistant Attorney General for Anti-Trust Christine Varney and Assistant Attorney General for the Criminal Division Lanny Breuer",Request Withdrawn by Requester,,,
FOIA-2011-00975,OASG,3/12/13,"Scheduling calendars from June 1 to July 15 for Attorney General Eric Holder, Deputy Attorney General James Cole, Associate Attorney Thomas Perrelli, Assistant Attorney General for Anti-Trust Christine Varney and Assistant Attorney General for the Criminal Division Lanny Breuer",Request Withdrawn by Requester,,,
FOIA-2012-00217,OIP,3/12/13,Records relating to the Federal Bureau of Investigation's decision to grant requester a fee waiver for FOIA requests relating to animal rights issues,Partial Grant/Partial Denial/Partial Referral: Referred material to the FBI for processing and direct response to the requester ,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party,
FOIA-2012-00442,OAG,3/12/13,Certain records concerning the government's access to the contents of individuals' private electronic communications,No Records,,,
FOIA-2012-00443,ODAG,3/12/13,Certain records concerning the government's access to the contents of individuals' private electronic communications,No Records,,,
FOIA-2012-00619,OAG,3/12/13,"Copies of Attorney General Eric Holder’s daily calendars for the time period of January 1, 2009 to March 22, 2012","Partial Grant/Partial Denial: After an interim release of records, OIP informed requester that additional material would be posted on a rolling basis to OIP's website, and requester was satisfied to continue receiving material through that medium rather than the continued processing of the request","(b)(5), (b)(6), (b)(7)(E), (b)(7)(F)","Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party;   Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or physical safety of an individual",
FOIA-2012-01028,OLA,3/12/13,"Copies of correspondence between the Department of Justice, Senator George Allen of the state of Virginia (including from or on behalf of the Senator as a private citizen), Paul Unger, and certain private entities",Request Withdrawn by Requester,,,
FOIA-2013-00005,OLA,3/12/13,"Records concerning the Department of Justice's investigation into Lance Armstrong, including correspondence between Congress and the Department and copies of call logs of elected officials who contacted the Department regarding this investigation","Referral: Referred all located material to the Executive Office for United States Attorneys, DOJ, for processing and direct response to the requester",,,
FOIA-2013-00414,OAG,3/12/13,Contents of a specific Federal Bureau of Investigation (FBI) file,Full Grant,,,
FOIA-2010-00441,OAG,3/14/13,"Records reflecting any recusals or conflicts of interest by Department of Justice attorneys, or other personnel, relating
to any matter concerning the detention facility at Guantanamo Bay",Full Grant,,,
FOIA-2013-00053,OASG,3/14/13,"Documents pertaining to the call for the establishment for twelve Organized Crime Drug Enforcement Task Forces in conjunction with the 8-point Crackdown on Organized Crime created by Attorney General William French Smith on October 14, 1982",Material referred to OIP for processing by another component resulted in a full grant,,,
FOIA-2013-00403,ODAG,3/14/13,"Records of the Department's involvement with the final version of the report entitled, ""Speed Violation Survey of the New Jersey Turnpike: Final Report""",No Records,,,
FOIA-2013-00404,OASG,3/14/13,"Records of the Department's involvement with the final version of the report entitled, ""Speed Violation Survey of the New Jersey Turnpike: Final Report""",No Records,,,
FOIA-2013-00402,OAG,3/14/13,"Records of the Department's involvement with the final version of the report entitled, ""Speed Violation Survey of the New Jersey Turnpike: Final Report""",No Records,,,
FOIA-2013-00830,OIP,3/14/13,"Records concerning a FOIA request to the Department of Homeland Security (DHS), including a specific communication between an Office of Information Policy (OIP) Attorney-Advisor and DHS",No Records,,,
FOIA-2013-01847,OIP,3/14/13,List of participants at four FOIA particular training sessions held by the Office of Information Policy in 2012,Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-02199,OLP,3/14/13,Report submitted to Congress as required by the Innocence Protection Act of 2004,Full Grant,,,
FOIA-2013-02166,OLA,3/14/13,Report submitted to Congress as required by the Innocence Protection Act of 2004,Full Grant,,,
FOIA-2013-01994,OAG,3/15/13,Records pertaining to a court case,"No Records; Determined that the Executive Office for United States Attorneys, DOJ, was also an appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-01924,OIP,3/18/13,Seeking assistance with supplemental security income (SSI) benefits,Determined that the Social Security Administration was the most appropriate entity for handling and referred requester to that agency for assistance,,,
FOIA-2013-02065,OIP,3/18/13,Records pertaining to Buena Vista Mobile Home Park and Prometheus Real Estate Group,"Determined that the Civil Rights Division, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-02238,OIP,3/18/13,Records pertaining to the company BHP Billiton,"Determined that the Criminal Division, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-02208,OIP,3/18/13,"Copy of the ""EOIR-31 application and all required supporting documents including the fee schedule""",Determined that the Executive Office for Immigration Review was the most appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2013-01950,OIP,3/18/13,Full copy of  Section 1395 of Title 42 of the U.S. Code,"Provided requester with the index listing of 42 U.S.C. § 1395, as well as contact information for the Government Printing Office in order to obtain a full copy of the section",,,
FOIA-2013-02119,OIP,3/19/13,Copies of a third party's alien registration files from 1940-1944,"Determined that U.S. Citizenship and Immigration Services, DHS, was the most appropriate entity for handling and referred requester to that entity for processing",,,
FOIA-2013-02180,OIP,3/19/13,"A copy of the Department of Justice's response to a letter dated January 25, 2010","Determined that the Civil Rights Division, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-00158,OAG,3/19/13,"Copy of a letter dated December 8, 2008 (or between December 1, 2008 through February 1, 2009) from Daniel Lavoie to former Attorney General Michael Mukasey",No Records,,,
FOIA-2013-01996,OIP,3/20/13,Records concerning a Mississippi state court case,Informed the requester that the FOIA does not apply to state or local records; Provided requester with contact information for County Court for additional information,,,
FOIA-2013-02115,OIP,3/20/13,Copies of transcripts of the Department of Justice's interviews of Mr. Tongsun Park,"Determined that the FBI and Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling and informed requester that the Mail Referral Unit had already routed the request to EOUSA for processing and recommended that the requester contact the FBI as well; Provided requester with a link to the DOJ FOIA Reference Guide for additional information on requesting records from DOJ",,,
FOIA-2013-02178,OAG,3/20/13,Various records concerning a six-boat flotilla headed to the Gaza Strip which was intercepted by the Israeli Defense Forces in the Mediterranean Sea in May 2010,Material referred to OIP for processing by another agency resulted in a partial grant,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-02120,OIP,3/21/13,"Address, point of contact, and procedures for accessing public laws passed or pending ratification by the Senate, copies of other public laws, Code of Federal Regulations, United States Code, Internal Revenue Codes, and ""public policy reflected as an act""","Provided requester with information on where to obtain various copies of requested material which is already available online and address for the Government Printing Office should the requester wish to inquire about purchasing copies of requested material, as well as copy of DOJ FOIA Reference Guide for information on submitting FOIA requests to DOJ; Also informed requester that the FOIA is a records access statute and is not applicable to some aspects of the request seeking legislative materials",,,
FOIA-2013-02040,OIP,3/22/13,"Records related to the case United States of America v. Jamie Dib Mor-Saab, (Case No. 8:08-cr-199-T-24TBM), in the United States District Court for the Middle District of Florida","Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-02186,OIP,3/22/13,"Copies of ""Foreign Principle Registration Statements"" for twenty-one named individuals","Determined that National Security Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-02042,OIP,3/22/13,Copy of the Appointment Affidavit (SF-61 and/or any other appointment documents) for the U.S. Attorney for the District of Idaho,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-02116,OIP,3/22/13,Records pertaining to the court case of S'Klallam Tribe of Indians v. United Stated of America,"Determined that Environment and Natural Resources Division, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2012-00944,ODAG,3/22/13,"Documents mentioning Inter-Con Security Systems Inc., a Pasadena, California based company providing security services to the federal government, commercial businesses, and foreign embassies, in the U.S. and overseas","Full Denial/Partial Referral: Documents referred to the U.S. Marshal's Service, DOJ, and the Dep't of State for processing and direct response to the requester","(b)(5), (b)(6), (b)(7)(C) ","Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party ",
FOIA-2013-02062,OLP,3/22/13,"Oaths of office and ""bond numbers"" pertaining to two federal judges, as well as those pertaining to several other individuals, including federal prosecutors, Federal Bureau of Investigation agents, and private attorneys","No Records: Informed requester that records of the federal judiciary (though not subject to the FOIA) are maintained by the Administrative Office of the United States Courts, and provided contact information for that office; Determined that the FBI and the Executive Office for United States Attorneys, DOJ, were also appropriate entities for handling and referred request and requester to those components for processing; Advised that the Department would not maintain this type of information on private attorneys; Provided requester with a copy of the DOJ FOIA Reference Guide for information on requesting DOJ records",,,
FOIA-2013-02052,OIP,3/22/13,"Copies of the U.S. Government Manual, Moore's Manual, Federal Practice Forms or Bender's Federal Practice Forms",Provided requester with first 100 pages of U.S. Government Manual and informed the requester that any additional production would incur duplication fees; Provided requester with information on how to obtain a full copy of the Manual from the Government Printing Office;  Informed requester that the FOIA is a records access statute and not applicable to the second and third parts of this query,,,
FOIA-2013-00746,OLA,3/25/13,"Records about the Department's involvement with the final version of the report entitled, ""Speed Violation Survey of the New Jersey Turnpike: Final Report""",Full Grant: Also determined that the Civil Rights Division was an appropriate entity for handling and referred requester to that component for processing,,,
FOIA-2013-02127,OIP,3/26/13,Records pertaining to a state court case,Informed the requester that the FOIA does not apply to state or local records; Provided requester with the contact information for the Niagara County Courthouse,,,
FOIA-2013-02117,OIP,3/26/13,Copies of the Department of Justice Guide to the Freedom of Information Act and other documents related to making FOIA/PA requests,"Provided requester with a copy of the DOJ FOIA Reference Guide, a link to the DOJ Guide to the FOIA available on OIP's website and information on obtaining a paper copy from the Government Printing Office, in addition to links to the Privacy Act and the Citizens Guide to Using the FOIA and PA",,,
FOIA-2010-00777,OAG,3/26/13,"Records concerning resumes of individuals appointed to Schedule C positions, non-career Senior Executive Service positions, or Senate-confirmed presidential appointments from January 2001 to September 2009",Partial Grant/Partial Denial,"(b)(6), (b)(7)(E), (b)(7)(F)","Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party;   Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or physical safety of an individual",
FOIA-2012-00124,ODAG,3/26/13,"Records concerning resumes of individuals appointed to Schedule C positions, non-career Senior Executive Service positions, or Senate-confirmed presidential appointments from January 2001 to September 2009",Partial Grant/Partial Denial,"(b)(6), (b)(7)(E), (b)(7)(F)","Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party;   Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or physical safety of an individual",
FOIA-2013-02363,OASG,3/26/13,"Information from August 2010 to present, regarding the ""Assault Intervention Device""","No Records; Determined that the ATF, FBI, DEA, U.S. Marshal's Service, Federal Bureau of Prisons, and the Office of Justice Programs, DOJ, were more appropriate entities for handling and referred the requester to those components for processing",,,
FOIA-2013-02362,ODAG,3/26/13,"Information from August 2010 to present, regarding the ""Assault Intervention Device""","No Records; Determined that the ATF, FBI, DEA, U.S. Marshal's Service, Federal Bureau of Prisons, and the Office of Justice Programs, DOJ, were more appropriate entities for handling and referred the requester to those components for processing",,,
FOIA-2013-02361,OAG,3/26/13,"Information from August 2010 to present, regarding the ""Assault Intervention Device""","No Records; Determined that the ATF, FBI, DEA, U.S. Marshal's Service, Federal Bureau of Prisons, and the Office of Justice Programs, DOJ, were more appropriate entities for handling and referred the requester to those components for processing",,,
FOIA-2013-02112,OIP,3/28/13,Records pertaining to certain third parties,"Determined that records were improperly referred to OIP for processing and forwarded records to Criminal Division, DOJ for processing and direct response to the requester",,,
FOIA-2013-00489,ODAG,3/28/13,"Various records pertaining to data retention policies, including communications with online service providers and Internet service providers",Documents referred by the office originally processing the request were determined to be not responsive to the request after review by OIP    ,,,
FOIA-2013-00490,OASG,3/28/13,"Various records pertaining to data retention policies, including communications with online service providers and Internet service providers",Documents referred by the office originally processing the request were determined to be not responsive to the request after review by OIP,,,
FOIA-2013-01755,OIP,3/28/13,OIP FOIA logs for calendar years 2008 to 2012 ,"Partial Grant/Partial Denial: After an interim release of records, requester indicated that they were no longer interested in the continued processing of the request",(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party,
FOIA-2013-02330,OAG,3/28/13,"Communications sent to Attorney General Holder concerning Senator Rand Paul's March 6, 2013 filibuster of the nomination of John Brennan for position of CIA Director",No Records,,,
FOIA-2010-00494,OAG,3/29/13,"Records pertaining to Attorney General Alberto Gonzales’ trip to Israel and Egypt between June 26 and July 4, 2006",Partial Grant/Partial Denial,"(b)(5), (b)(6), (b)(7)(C), (b)(7)(E), (b)(7)(F) ","Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or physical safety of an individual ",
FOIA-2013-02335,OLA,3/29/13,"Correspondence from or on behalf of Senator John E. Sununu, to the Department of Justice from 1997 to the present",Request Withdrawn by Requester,,,
,,,,,,,
