Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,
FSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCFO-CAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCFO-FSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCR-Atlanta,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
OCR-Boston,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
OCR-Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCR-Cleveland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCR-Dallas,1,0,1,0,0,0,0,0,0,0,0,0,0,2,
OCR-Denver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCR-Kansas City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCR-Metro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCR-New York,2,0,0,0,0,0,0,0,0,0,0,0,0,2,
OCR-Philadelphia,1,2,0,0,0,0,0,0,0,0,0,0,0,3,
OCR-San Francisco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCR-Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OESE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OIG,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
OII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OLCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OM-RIMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OPEPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OSDFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OVAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Total,6,3,1,0,0,0,0,0,0,0,0,0,0,10,
