Agency,Component,Year,Request Full Grant,Request Partial Grant,Request Full Denial Exemption,No Record,All Records,Request Withdraw,Fee-Relative,Not Reasonable,Improper FOIA,Not Agency Record,Duplicate Request,Other,Total,
ABMC,ABMC,2012,1,1,0,5,0,0,0,0,1,1,0,0,9
AFRH,AFRH,2012,2,1,1,3,1,3,1,0,0,0,0,0,12
FCSIC,FCSIC,2012,3,0,0,5,0,0,0,0,0,0,0,0,8
SIGIR,SIGIR,2012,3,3,0,2,0,0,0,1,0,0,0,0,9
ACUS,ACUS,2012,3,2,0,10,0,0,0,0,0,0,0,0,15
FRTIB,FRTIB,2012,3,5,0,3,0,0,0,0,0,0,1,0,12
SIGAR,SIGAR,2012,3,2,4,2,0,0,0,0,0,0,0,0,11
USCCR,USCCR,2012,4,6,0,2,0,1,0,0,6,2,0,0,21
US ADF,US ADF,2012,4,0,0,0,0,0,0,0,0,0,0,0,4
IAF,IAF,2012,4,2,0,4,0,0,0,0,0,0,0,0,10
CPPBSD,CPPBSD,2012,4,5,0,1,0,0,0,1,0,1,0,0,12
FOMC,FOMC,2012,4,5,0,1,1,2,0,2,0,0,0,0,15
NCPC,NCPC,2012,5,0,0,7,0,0,0,0,1,0,0,0,13
RATB,RATB,2012,5,2,0,3,4,1,0,1,0,0,0,0,16
CIGIE,CIGIE,2012,5,11,0,16,5,2,0,0,0,1,0,1,41
PRC,PRC,2012,6,0,0,0,16,1,0,0,0,0,0,0,23
USTDA,USTDA,2012,6,2,0,5,0,1,0,0,0,0,0,0,14
BBG,BBG,2012,6,15,2,5,0,0,0,0,2,0,0,8,38
CSB,CSB,2012,7,12,10,9,0,15,0,1,0,0,0,0,54
IMLS,IMLS,2012,8,18,0,4,0,1,0,0,0,0,0,4,35
DNFSB,DNFSB,2012,8,0,0,4,0,0,0,0,0,0,0,0,12
FFIEC,FFIEC,2012,9,3,1,2,2,0,0,0,1,4,0,0,22
MCC,MCC,2012,9,10,1,4,2,0,0,1,1,1,0,0,29
FMC,FMC,2012,10,7,1,11,0,18,0,0,3,0,0,0,50
CEQ,CEQ,2012,10,11,1,24,1,9,0,0,1,1,0,0,58
NEH,NEH,2012,10,15,0,7,0,2,0,1,2,0,0,0,37
USIBWC,USIBWC,2012,11,1,0,2,0,0,0,0,0,0,0,0,14
OGE,OGE,2012,11,21,2,11,1,0,1,1,0,0,0,2,50
FEC,FEC,2012,13,23,3,15,3,7,0,1,0,1,0,0,66
OSTP,OSTP,2012,13,18,1,53,0,0,0,0,0,0,0,0,85
FCA,FCA,2012,13,6,3,12,0,0,0,0,1,0,0,0,35
CO,CO,2012,13,4,0,5,5,2,3,3,0,3,0,0,38
NIGC,NIGC,2012,14,8,2,7,3,6,2,0,0,0,0,0,42
OSC,OSC,2012,15,7,14,19,1,1,1,1,2,5,0,10,76
OPIC,OPIC,2012,15,11,1,9,0,1,1,1,1,0,0,0,40
ONDCP,ONDCP,2012,17,1,1,15,0,0,0,0,0,0,0,0,34
FERC,FERC,2012,18,28,6,5,0,8,0,0,0,0,0,0,65
NMB,NMB,2012,18,2,0,5,0,4,0,0,0,0,0,0,29
STB,STB,2012,19,4,0,6,0,1,0,0,0,0,0,0,30
Ex-Im Bank,Ex-Im Bank,2012,19,15,0,6,0,6,1,0,0,0,0,0,47
NEA,NEA,2012,20,80,5,14,0,4,0,0,2,0,0,1,126
SSS,SSS,2012,20,0,0,0,0,0,0,0,0,0,0,0,20
LSC,LSC,2012,21,6,2,8,0,0,0,0,1,1,0,0,39
ODNI,ODNI,2012,22,190,45,23,8,1,0,0,0,0,0,28,317
FHFA,FHFA,2012,23,55,18,51,1,4,15,0,3,11,0,0,181
NTSB,NTSB,2012,23,33,65,43,1,3,2,0,5,8,2,0,185
USTR,USTR,2012,26,8,0,17,0,2,0,5,1,0,0,0,59
USITC,USITC,2012,28,6,2,3,0,0,0,0,0,0,0,0,39
FMCS,FMCS,2012,29,8,1,19,1,5,0,0,0,3,1,2,69
CNCS,CNCS,2012,31,6,1,2,0,2,0,1,0,0,0,0,43
FLRA,FLRA,2012,32,12,0,12,3,2,0,2,0,0,0,1,64
OSHRC,OSHRC,2012,33,22,2,9,0,19,0,0,0,0,0,0,85
NSF,NSF,2012,43,278,10,46,2,26,0,0,0,1,3,6,415
CFTC,CFTC,2012,45,64,11,34,0,9,1,1,1,2,1,1,170
TVA,TVA,2012,51,80,8,24,0,8,5,0,0,2,0,0,178
USAID,USAID,2012,53,122,10,39,4,40,3,0,2,2,3,17,295
NCUA,NCUA,2012,57,46,20,3,0,5,0,1,2,1,1,0,136
NRPC,NRPC,2012,58,39,15,23,1,28,27,0,9,7,12,0,219
OMB,OMB,2012,59,53,8,87,0,0,0,0,0,0,0,0,207
CSOSA,CSOSA,2012,62,633,0,18,0,59,9,0,1,2,6,13,803
US RRB,US RRB,2012,68,7,4,10,0,0,4,0,0,0,0,0,93
USNRC,USNRC,2012,82,87,8,49,1,15,12,2,0,3,0,34,293
PC,PC,2012,89,24,4,20,8,0,0,10,12,4,1,0,172
MSPB,MSPB,2012,107,54,10,66,0,0,0,0,0,0,0,0,237
ONHIR,ONHIR,2012,107,10,0,0,0,0,0,0,0,0,0,0,117
FCC,FCC,2012,112,143,11,90,1,55,14,26,4,3,1,18,478
FMSHRC,FMSHRC,2012,178,2,0,6,0,2,0,0,1,0,0,0,189
FDIC,FDIC,2012,225,163,50,112,7,37,91,88,35,108,10,17,943
NASA,NASA,2012,231,212,48,84,15,57,51,37,62,34,64,0,895
CIA,CIA,2012,356,761,1584,128,91,6,5,48,146,0,0,461,3586
DOC,DOC,2012,428,365,125,176,53,83,119,51,111,133,15,42,1701
USPS,USPS,2012,436,532,377,235,0,36,42,24,301,106,33,338,2460
FRB,FRB,2012,512,96,57,83,41,38,18,12,3,0,4,27,891
FTC,FTC,2012,637,483,19,223,0,27,10,5,10,2,6,16,1438
ED,ED,2012,672,1134,96,211,9,122,4,10,13,29,40,6,2346
EEOC,EEOC,2012,714,12998,2352,490,177,90,27,40,237,7,494,1102,18728
DOE,DOE,2012,734,465,36,370,276,250,21,11,12,52,31,0,2258
GSA,GSA,2012,749,449,47,247,11,106,35,5,28,36,60,0,1773
HUD,HUD,2012,895,382,88,372,389,218,47,9,67,14,63,0,2544
NARA,NARA,2012,1173,348,29,11314,64,46,3,43,50,38,61,577,13746
U.S. CPSC,U.S. CPSC,2012,1784,398,41,120,4,34,33,0,0,4,27,7,2452
