Agency,Component,Year,1-20,21-40,41-60,61-80,81-100,101-120,121-140,141-160,161-180,181-200,201-300,301-400,400+,
NLRB,NLRB,2014,,,,,,,,,,,,,
OPIC,OPIC,2014,,,,,,,,,,,,,
NMB,NMB,2014,,,,,,,,,,,,,
DNFSB,DNFSB,2014,,,,,,,,,,,,,
US RRB,US RRB,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
USITC,USITC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
USIBWC,USIBWC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
FCSIC,FCSIC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
FFIEC,FFIEC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
STB,STB,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
SBA,SBA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGC,NIGC,2014,0,0,2,2,0,0,1,0,1,0,2,0,4
IMLS,IMLS,2014,0,6,2,0,0,0,0,0,0,0,0,0,0
EEOC,EEOC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
MCC,MCC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
LSC,LSC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
PRC,PRC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
CEQ,CEQ,2014,0,0,1,0,1,0,0,0,1,0,1,0,0
ABMC,ABMC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC,SEC,2014,0,1,0,0,0,0,0,0,0,0,0,1,5
OSC,OSC,2014,0,1,2,0,0,0,1,0,0,0,6,4,7
ONHIR,ONHIR,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
TVA,TVA,2014,0,8,20,7,4,2,3,3,2,1,4,0,3
SSS,SSS,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
FLRA,FLRA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
OSHRC,OSHRC,2014,0,2,0,0,0,0,0,0,0,0,0,0,0
OMB,OMB,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
OGE,OGE,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
US ADF,US ADF,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
ONDCP,ONDCP,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
AFRH,AFRH,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
RATB,RATB,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
FCA,FCA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
IAF,IAF,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
FTC,FTC,2014,0,310,20,16,2,5,1,0,3,1,3,0,1
CSOSA,CSOSA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
ACUS,ACUS,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
CIGIE,CIGIE,2014,0,0,0,0,0,1,0,1,0,0,0,1,1
FRTIB,FRTIB,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
FOMC,FOMC,2014,0,2,2,2,1,0,0,0,0,0,0,1,1
CO,CO,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
MSPB,MSPB,2014,1,19,10,3,1,0,0,0,0,0,0,0,0
NEA,NEA,2014,1,5,1,0,0,0,0,0,0,0,0,0,1
NCPC,NCPC,2014,1,0,0,0,0,0,0,0,0,0,0,0,0
PCLOB,PCLOB,2014,1,0,1,0,0,0,0,0,0,0,0,0,0
NEH,NEH,2014,1,2,3,0,0,0,0,0,1,0,0,0,0
FCC,FCC,2014,2,0,0,1,0,2,1,0,0,1,0,0,10
PC,PC,2014,2,1,3,0,1,1,1,1,0,0,0,0,1
OSTP,OSTP,2014,2,1,0,1,0,0,0,0,1,0,0,0,0
FEC,FEC,2014,3,0,0,0,0,0,0,0,0,0,1,0,1
CPPBSD,CPPBSD,2014,3,0,0,0,0,0,0,0,0,0,0,0,0
Ex-Im Bank,Ex-Im Bank,2014,3,7,4,0,2,1,0,1,0,0,5,0,4
SIGAR,SIGAR,2014,4,2,1,1,0,1,1,0,1,0,0,0,0
FHFA,FHFA,2014,6,5,9,1,1,3,0,0,0,0,2,0,0
CSB,CSB,2014,7,6,0,0,0,0,0,0,0,0,0,0,0
USTDA,USTDA,2014,9,5,6,3,0,0,0,0,0,0,0,1,0
CFPB,CFPB,2014,10,5,1,1,0,0,0,0,0,0,0,0,0
FMCS,FMCS,2014,10,5,3,2,3,1,1,0,0,0,0,0,0
State,State,2014,11,58,48,46,60,57,76,139,93,112,464,319,1063
CNCS,CNCS,2014,13,5,4,1,0,1,0,0,0,0,0,0,2
FMC,FMC,2014,14,3,5,1,0,0,1,1,0,0,0,0,1
USCCR,USCCR,2014,15,0,0,0,0,0,0,0,0,0,0,0,0
FERC,FERC,2014,17,15,5,0,0,0,1,1,0,0,1,0,1
USTR,USTR,2014,17,22,8,4,0,0,0,0,0,0,0,0,0
CFTC,CFTC,2014,21,22,9,14,5,5,2,5,2,3,6,5,4
NCUA,NCUA,2014,22,12,5,0,5,1,2,0,0,0,0,0,0
ODNI,ODNI,2014,30,9,13,4,5,1,4,2,4,3,10,7,35
FMSHRC,FMSHRC,2014,35,2,0,0,0,0,0,0,0,0,0,0,0
NSF,NSF,2014,45,38,9,9,10,11,4,3,3,4,19,2,11
USAID,USAID,2014,62,25,18,23,13,12,10,6,6,7,19,12,51
NRPC,NRPC,2014,83,26,23,11,4,6,0,1,0,0,4,3,1
BBG,BBG,2014,95,15,11,10,3,1,0,3,1,0,5,1,0
FDIC,FDIC,2014,98,53,8,2,1,0,0,0,0,0,0,0,0
HUD,HUD,2014,101,71,34,34,18,11,13,10,8,15,26,11,6
DOC,DOC,2014,106,196,102,46,36,32,21,20,11,4,36,25,19
NTSB,NTSB,2014,124,24,9,12,13,4,8,4,3,4,15,16,42
U.S. CPSC,U.S. CPSC,2014,127,99,92,63,43,31,17,25,13,8,28,9,12
USNRC,USNRC,2014,130,49,18,12,17,6,4,9,11,1,19,9,21
SSA,SSA,2014,146,195,84,69,40,15,10,15,4,30,0,0,0
DOE,DOE,2014,153,116,85,34,35,29,14,20,18,8,41,25,115
USPS,USPS,2014,157,66,41,13,8,8,5,3,1,1,4,3,2
FRB,FRB,2014,166,108,58,36,20,14,7,2,6,3,3,2,1
GSA,GSA,2014,246,138,191,141,96,51,36,32,15,13,46,9,6
NARA,NARA,2014,263,78,16,8,6,8,10,10,4,15,34,41,704
NASA,NASA,2014,274,81,35,25,10,2,1,0,0,0,0,1,0
CIA,CIA,2014,297,377,247,145,86,52,62,34,29,17,62,38,125
EPA,EPA,2014,335,3099,745,349,223,162,123,73,52,58,188,85,191
DOT,DOT,2014,451,570,379,308,171,77,40,36,33,27,58,35,52
USDA,USDA,2014,705,247,112,60,45,38,19,24,16,12,27,24,95
ED,ED,2014,764,341,157,91,60,28,31,17,19,8,27,6,6
PBGC,PBGC,2014,779,244,40,9,5,3,0,1,0,1,1,0,0
OPM,OPM,2014,1442,921,119,101,52,36,25,12,8,10,25,9,8
DOJ,DOJ,2014,1602,1055,707,680,577,466,410,363,307,299,1030,515,509
DOI,DOI,2014,2569,800,316,170,99,72,49,42,28,17,71,30,46
HHS,HHS,2014,5426,936,588,448,397,334,365,289,318,223,1203,515,958
U.S. DOL,U.S. DOL,2014,6721,1491,609,278,173,125,88,81,48,54,140,40,81
VA,VA,2014,7244,1986,517,276,226,194,119,107,121,105,382,72,56
Treasury,Treasury,2014,7835,1894,601,212,99,61,42,39,22,22,58,46,124
DoD,DoD,2014,8111,4547,1756,1015,739,496,454,363,251,188,573,469,978
DHS,DHS,2014,33136,56746,19832,2529,1509,1448,1315,1515,1813,2240,7580,8963,7590
