Agency,Component,Year,Oldest Appeal Days,2nd Appeal Days,3rd Appeal Days,4th Appeal Days,5th Appeal Days,6th Appeal Days,7th Appeal Days,8th Appeal Days,9th Appeal Days,10th Appeal Days,
US RRB,US RRB,2015,,,,,,,,,,
USITC,USITC,2015,,,,,,,,,,
FMSHRC,FMSHRC,2015,,,,,,,,,,
USIBWC,USIBWC,2015,,,,,,,,,,
FDIC,FDIC,2015,,,,,,,,,,
FCSIC,FCSIC,2015,,,,,,,,,,
FMC,FMC,2015,,,,,,,,,,
FFIEC,FFIEC,2015,,,,,,,,,,
CNCS,CNCS,2015,,,,,,,,,,
STB,STB,2015,,,,,,,,,,
NIGC,NIGC,2015,,,,,,,,,,
MSPB,MSPB,2015,,,,,,,,,,
IMLS,IMLS,2015,,,,,,,,,,
NCUA,NCUA,2015,,,,,,,,,,
MCC,MCC,2015,,,,,,,,,,
LSC,LSC,2015,,,,,,,,,,
PRC,PRC,2015,,,,,,,,,,
CEQ,CEQ,2015,,,,,,,,,,
USCCR,USCCR,2015,,,,,,,,,,
ABMC,ABMC,2015,,,,,,,,,,
PC,PC,2015,,,,,,,,,,
OSTP,OSTP,2015,,,,,,,,,,
USAB,USAB,2015,,,,,,,,,,
ONHIR,ONHIR,2015,,,,,,,,,,
TVA,TVA,2015,,,,,,,,,,
NEA,NEA,2015,,,,,,,,,,
SSS,SSS,2015,,,,,,,,,,
NCPC,NCPC,2015,,,,,,,,,,
FLRA,FLRA,2015,,,,,,,,,,
USTDA,USTDA,2015,,,,,,,,,,
NSF,NSF,2015,,,,,,,,,,
PCLOB,PCLOB,2015,,,,,,,,,,
OSHRC,OSHRC,2015,,,,,,,,,,
OPIC,OPIC,2015,,,,,,,,,,
OGE,OGE,2015,,,,,,,,,,
US ADF,US ADF,2015,,,,,,,,,,
BBG,BBG,2015,,,,,,,,,,
ONDCP,ONDCP,2015,,,,,,,,,,
AFRH,AFRH,2015,,,,,,,,,,
FMCS,FMCS,2015,,,,,,,,,,
FCA,FCA,2015,,,,,,,,,,
IAF,IAF,2015,,,,,,,,,,
NMB,NMB,2015,,,,,,,,,,
NEH,NEH,2015,,,,,,,,,,
CSOSA,CSOSA,2015,,,,,,,,,,
CPPBSD,CPPBSD,2015,,,,,,,,,,
ACUS,ACUS,2015,,,,,,,,,,
CIGIE,CIGIE,2015,,,,,,,,,,
FRTIB,FRTIB,2015,,,,,,,,,,
FOMC,FOMC,2015,,,,,,,,,,
CO,CO,2015,,,,,,,,,,
CSB,CSB,2015,,,,,,,,,,
U.S. CPSC,U.S. CPSC,2015,,,,,,,,,,
SIGAR,SIGAR,2015,,,,,,,,,,
DNFSB,DNFSB,2015,,,,,,,,,,
Ex-Im Bank,Ex-Im Bank,2015,,,,,,,,,,
FTC,FTC,2015,2,,,,,,,,,
FERC,FERC,2015,4,,,,,,,,,
FHFA,FHFA,2015,7,,,,,,,,,
USNRC,USNRC,2015,7,1,1,1,1,1,,,,
PBGC,PBGC,2015,9,0,0,,,,,,,
USTR,USTR,2015,11,,,,,,,,,
CFPB,CFPB,2015,14,13,,,,,,,,
EEOC,EEOC,2015,25,25,15,10,7,4,4,2,1,1
SBA,SBA,2015,28,18,13,11,7,,,,,
NLRB,NLRB,2015,32,21,3,,,,,,,
NASA,NASA,2015,37,29,9,6,6,,,,,
CFTC,CFTC,2015,51,,,,,,,,,
FRB,FRB,2015,67,,,,,,,,,
GSA,GSA,2015,69,10,,,,,,,,
SSA,SSA,2015,100,100,91,90,85,80,78,71,70,68
DOJ,DOJ,2015,157,156,150,147,144,144,142,131,130,129
OPM,OPM,2015,211,211,154,149,139,105,48,36,36,36
OMB,OMB,2015,262,256,253,245,97,,,,,
FCC,FCC,2015,299,217,165,134,111,96,61,59,51,3
DOT,DOT,2015,377,240,203,186,183,97,93,75,72,58
USPS,USPS,2015,388,354,84,77,64,52,52,52,46,46
NTSB,NTSB,2015,472,226,92,45,,,,,,
HUD,HUD,2015,520,265,163,52,50,26,8,6,5,5
SEC,SEC,2015,736,119,92,59,33,31,21,16,15,14
NARA,NARA,2015,767,590,560,550,550,548,458,423,417,408
DOE,DOE,2015,816,496,492,471,246,205,117,114,25,15
FEC,FEC,2015,902,461,405,381,,,,,,
USAID,USAID,2015,943,235,159,157,127,47,,,,
U.S. DOL,U.S. DOL,2015,969,959,959,959,959,959,878,864,826,810
NRPC,NRPC,2015,1003,572,568,473,164,51,13,3,,
DOC,DOC,2015,1389,730,712,674,610,607,552,519,511,450
HHS,HHS,2015,1466,1332,1312,1312,1183,1109,1102,1097,1086,1072
DOI,DOI,2015,1481,1252,1217,1184,1182,1155,1132,1092,1043,1034
State,State,2015,1573,1357,1322,1306,1289,1269,1206,1197,1187,1142
ED,ED,2015,1607,1223,1215,1184,809,809,770,753,737,718
ODNI,ODNI,2015,1640,1382,1106,1059,1052,925,875,846,674,632
VA,VA,2015,1786,1620,1619,1609,1608,1599,1593,1561,1548,1538
DHS,DHS,2015,1790,1720,1712,1588,1410,1329,1144,1041,1024,1018
USDA,USDA,2015,2222,2185,2185,2004,1844,1791,1737,1606,1531,1531
OSC,OSC,2015,2546,2248,2067,1928,1257,740,82,,,
EPA,EPA,2015,2608,2412,2402,2391,2391,2349,2349,2324,2300,1673
Treasury,Treasury,2015,2771,1922,1737,1613,1481,1479,1474,1423,1409,1394
DoD,DoD,2015,2806,2700,2661,2642,2573,2365,2364,2336,2305,2303
CIA,CIA,2015,3243,3241,3090,2900,2696,2551,2521,2512,2424,2261
