Agency,Component,Year,No Record,All Records,Request Withdraw,Fee-Relative,Not Reasonable,Improper FOIA,Not Agency Record,Duplicate Request,Request in Litigation,Appeal Based Solely on Denial for Expedited Processing,Other,Total,
US RRB,US RRB,2013,0,0,0,0,0,0,0,0,0,0,0,
USITC,USITC,2013,0,0,0,0,0,0,0,0,0,0,0,
FMSHRC,FMSHRC,2013,0,0,0,0,0,0,0,0,0,0,0,
USIBWC,USIBWC,2013,0,0,0,0,0,0,0,0,0,0,0,
FDIC,FDIC,2013,0,0,1,0,0,1,0,0,0,0,0,
FCSIC,FCSIC,2013,0,0,0,0,0,0,0,0,0,0,0,
FMC,FMC,2013,0,0,0,0,0,0,0,0,0,0,0,
FFIEC,FFIEC,2013,0,0,0,0,0,0,0,0,0,0,0,
CNCS,CNCS,2013,0,0,1,0,0,0,0,0,0,0,0,
CIA,CIA,2013,0,0,0,0,0,0,0,0,72,0,32,
STB,STB,2013,0,0,0,0,0,0,0,0,0,0,0,
VA,VA,2013,0,4,0,0,0,2,1,0,1,1,40,
IMLS,IMLS,2013,0,0,0,0,0,0,0,0,0,0,0,
GSA,GSA,2013,0,0,2,0,0,0,0,0,0,0,0,
FERC,FERC,2013,0,0,0,0,0,0,0,0,0,0,1,
NCUA,NCUA,2013,0,0,0,0,0,0,0,0,0,0,0,
FCC,FCC,2013,0,0,4,0,0,1,0,0,0,0,3,
NASA,NASA,2013,0,0,0,1,0,0,0,0,0,0,0,
FEC,FEC,2013,0,0,1,0,0,0,0,0,0,0,0,
MCC,MCC,2013,0,0,0,0,0,0,0,0,0,0,0,
PRC,PRC,2013,0,0,0,0,0,0,0,0,0,0,0,
CEQ,CEQ,2013,0,0,0,0,0,0,0,0,0,0,0,
USCCR,USCCR,2013,0,0,0,0,0,0,0,0,0,0,0,
ABMC,ABMC,2013,0,0,0,0,0,0,0,0,0,0,0,
PC,PC,2013,0,0,1,0,0,0,1,0,0,0,0,
OSC,OSC,2013,0,0,0,0,0,0,0,0,0,0,0,
USNRC,USNRC,2013,0,0,0,0,0,0,0,0,0,0,5,
ONHIR,ONHIR,2013,0,0,0,0,0,0,0,0,0,0,0,
TVA,TVA,2013,0,0,1,0,0,1,0,0,0,0,0,
NEA,NEA,2013,0,0,0,0,0,1,0,0,0,0,1,
SSS,SSS,2013,0,0,0,0,0,0,0,0,0,0,0,
NCPC,NCPC,2013,0,0,0,0,0,0,0,0,0,0,0,
USTR,USTR,2013,0,0,0,0,0,0,0,0,0,0,0,
NSF,NSF,2013,0,0,0,0,0,0,0,0,0,0,0,
OSHRC,OSHRC,2013,0,0,0,0,0,0,0,0,0,0,0,
OPIC,OPIC,2013,0,0,0,0,0,0,0,0,0,0,0,
US ADF,US ADF,2013,0,0,0,0,0,0,0,0,0,0,0,
ONDCP,ONDCP,2013,0,0,0,0,0,0,0,0,0,0,0,
AFRH,AFRH,2013,0,0,0,0,0,0,0,0,0,0,0,
RATB,RATB,2013,0,0,0,0,0,0,0,0,0,0,0,
DOC,DOC,2013,0,0,6,1,0,0,1,0,2,1,1,
FMCS,FMCS,2013,0,0,0,0,0,0,0,0,0,0,1,
FCA,FCA,2013,0,0,0,0,0,0,0,0,0,0,1,
IAF,IAF,2013,0,0,0,0,0,0,0,0,0,0,0,
NRPC,NRPC,2013,0,0,0,0,0,0,0,0,0,0,0,
NMB,NMB,2013,0,0,0,0,0,0,0,0,0,0,0,
NEH,NEH,2013,0,0,0,0,0,0,0,0,0,0,0,
CSOSA,CSOSA,2013,0,0,0,0,0,0,0,0,0,0,0,
CPPBSD,CPPBSD,2013,0,0,0,0,0,0,0,0,0,0,0,
ACUS,ACUS,2013,0,0,0,0,0,0,0,0,0,0,0,
ED,ED,2013,0,0,4,0,0,0,0,0,0,0,0,
FRTIB,FRTIB,2013,0,0,0,0,0,0,0,0,0,0,0,
FOMC,FOMC,2013,0,0,0,0,0,0,0,0,0,0,0,
CO,CO,2013,0,0,0,0,0,0,0,0,0,0,0,
CSB,CSB,2013,0,0,0,0,0,0,0,0,0,0,0,
U.S. CPSC,U.S. CPSC,2013,0,0,0,0,1,0,0,0,0,0,0,
DNFSB,DNFSB,2013,0,0,0,0,0,0,0,0,0,0,0,
Ex-Im Bank,Ex-Im Bank,2013,0,0,0,0,0,0,0,0,0,0,0,
USAID,USAID,2013,1,0,0,0,0,0,0,0,0,0,2,
