Agency,Component,Year,Appeal Pending on Start,Appeal Received in FY,Appeal Processed in FY,Appeal Left for Next,
US RRB,US RRB,2013,0,2,2,0
USITC,USITC,2013,0,0,0,0
FMSHRC,FMSHRC,2013,0,1,1,0
USIBWC,USIBWC,2013,0,0,0,0
FCSIC,FCSIC,2013,0,0,0,0
FMC,FMC,2013,0,0,0,0
FFIEC,FFIEC,2013,0,0,0,0
STB,STB,2013,0,0,0,0
SBA,SBA,2013,0,13,12,1
NIGC,NIGC,2013,0,3,3,0
IMLS,IMLS,2013,0,1,1,0
NCUA,NCUA,2013,0,5,5,0
MCC,MCC,2013,0,2,1,1
PRC,PRC,2013,0,0,0,0
CEQ,CEQ,2013,0,1,1,0
USCCR,USCCR,2013,0,0,0,0
ABMC,ABMC,2013,0,0,0,0
PC,PC,2013,0,9,6,3
OSTP,OSTP,2013,0,5,5,0
PBGC,PBGC,2013,0,5,3,2
NTSB,NTSB,2013,0,7,4,3
USNRC,USNRC,2013,0,23,15,8
ONHIR,ONHIR,2013,0,0,0,0
TVA,TVA,2013,0,9,9,0
NEA,NEA,2013,0,1,1,0
SSS,SSS,2013,0,0,0,0
NCPC,NCPC,2013,0,0,0,0
FLRA,FLRA,2013,0,4,3,1
USTR,USTR,2013,0,3,2,1
NSF,NSF,2013,0,10,4,6
OSHRC,OSHRC,2013,0,0,0,0
OPIC,OPIC,2013,0,1,1,0
OMB,OMB,2013,0,9,4,5
OGE,OGE,2013,0,2,2,0
US ADF,US ADF,2013,0,0,0,0
BBG,BBG,2013,0,3,2,1
ONDCP,ONDCP,2013,0,0,0,0
AFRH,AFRH,2013,0,0,0,0
RATB,RATB,2013,0,1,1,0
FMCS,FMCS,2013,0,2,1,1
FCA,FCA,2013,0,1,1,0
IAF,IAF,2013,0,0,0,0
FTC,FTC,2013,0,29,26,3
NMB,NMB,2013,0,0,0,0
NEH,NEH,2013,0,0,0,0
CSOSA,CSOSA,2013,0,0,0,0
CPPBSD,CPPBSD,2013,0,0,0,0
ACUS,ACUS,2013,0,0,0,0
FRTIB,FRTIB,2013,0,1,1,0
FOMC,FOMC,2013,0,0,0,0
CO,CO,2013,0,1,0,1
CSB,CSB,2013,0,0,0,0
U.S. CPSC,U.S. CPSC,2013,0,12,12,0
SIGAR,SIGAR,2013,0,1,1,0
DNFSB,DNFSB,2013,0,0,0,0
CNCS,CNCS,2013,1,0,1,0
MSPB,MSPB,2013,1,18,18,1
FERC,FERC,2013,1,13,12,2
FHFA,FHFA,2013,1,12,13,0
FEC,FEC,2013,1,3,1,3
LSC,LSC,2013,1,0,1,0
USTDA,USTDA,2013,1,0,1,0
NRPC,NRPC,2013,1,4,2,3
Ex-Im Bank,Ex-Im Bank,2013,1,3,2,2
NASA,NASA,2013,2,19,16,5
NLRB,NLRB,2013,2,27,26,3
CIGIE,CIGIE,2013,2,3,3,2
OPM,OPM,2013,4,41,39,6
CFPB,CFPB,2013,4,16,20,0
HUD,HUD,2013,5,46,47,4
CFTC,CFTC,2013,5,5,6,4
FDIC,FDIC,2013,6,29,34,1
NARA,NARA,2013,7,70,63,14
GSA,GSA,2013,8,21,23,6
FRB,FRB,2013,8,31,37,2
FCC,FCC,2013,10,28,16,22
OSC,OSC,2013,11,9,8,12
DOE,DOE,2013,12,77,80,9
SEC,SEC,2013,16,143,149,10
EEOC,EEOC,2013,18,291,291,18
ODNI,ODNI,2013,19,26,23,22
USPS,USPS,2013,20,131,131,20
ED,ED,2013,32,43,20,55
USAID,USAID,2013,36,9,25,20
SSA,SSA,2013,37,452,459,30
DOC,DOC,2013,37,76,76,37
DOT,DOT,2013,48,130,130,48
Treasury,Treasury,2013,74,358,346,86
EPA,EPA,2013,83,283,184,182
U.S. DOL,U.S. DOL,2013,145,464,393,216
VA,VA,2013,190,298,243,245
DOI,DOI,2013,197,175,177,195
USDA,USDA,2013,198,229,196,231
CIA,CIA,2013,213,338,360,191
HHS,HHS,2013,305,315,281,339
DHS,DHS,2013,368,2905,3046,227
State,State,2013,401,282,370,313
DOJ,DOJ,2013,657,3327,3398,586
DoD,DoD,2013,766,1111,1145,732
