Agency,Component,Year,1-20,21-40,41-60,61-80,81-100,101-120,121-140,141-160,161-180,181-200,201-300,301-400,400+,
PBGC,PBGC,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
USTDA,USTDA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
BBG,BBG,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
ABMC,ABMC,2013,2,0,0,0,0,0,0,0,0,1,0,0,0
CPPBSD,CPPBSD,2013,3,0,0,0,0,0,0,0,0,0,0,0,0
USIBWC,USIBWC,2013,4,4,0,0,0,0,0,0,0,0,0,0,0
US ADF,US ADF,2013,4,0,0,0,0,0,0,0,0,0,0,0,0
FCSIC,FCSIC,2013,8,0,0,0,0,0,0,0,0,0,0,0,0
CEQ,CEQ,2013,8,9,3,1,2,0,0,0,0,0,2,0,0
CFPB,CFPB,2013,9,125,5,1,0,0,0,0,0,0,0,0,0
NCPC,NCPC,2013,9,0,0,0,0,0,0,0,0,0,0,0,0
IAF,IAF,2013,9,2,0,0,0,0,0,0,0,0,0,0,0
FRTIB,FRTIB,2013,9,11,1,0,0,1,0,0,0,0,0,0,0
FOMC,FOMC,2013,9,0,0,0,0,0,0,0,0,0,0,0,0
Ex-Im Bank,Ex-Im Bank,2013,9,3,1,2,1,1,1,2,1,2,2,0,0
NIGC,NIGC,2013,11,2,6,5,1,2,0,5,3,0,3,2,2
CIGIE,CIGIE,2013,11,13,1,0,0,0,0,0,0,0,0,0,0
FMC,FMC,2013,12,1,0,0,0,0,0,0,0,0,0,0,0
DNFSB,DNFSB,2013,12,2,1,0,0,0,0,0,0,0,0,0,0
RATB,RATB,2013,13,1,0,0,0,0,0,0,0,0,0,0,0
MCC,MCC,2013,16,3,2,0,0,0,0,0,0,0,0,0,0
FFIEC,FFIEC,2013,17,5,0,0,0,0,0,0,0,0,0,0,0
AFRH,AFRH,2013,17,1,0,0,0,0,0,0,0,0,0,0,0
SSS,SSS,2013,18,0,0,0,0,0,0,0,0,0,0,0,0
ACUS,ACUS,2013,19,0,0,0,0,0,0,0,0,0,0,0,0
CNCS,CNCS,2013,20,8,3,5,1,0,1,0,0,1,2,0,0
USCCR,USCCR,2013,21,1,0,0,0,0,0,0,0,0,0,0,0
PRC,PRC,2013,22,0,0,0,0,0,0,0,0,0,0,0,0
ONDCP,ONDCP,2013,22,7,5,10,9,0,5,1,0,0,1,0,0
NRPC,NRPC,2013,22,0,0,0,0,0,0,0,0,0,0,0,0
OPIC,OPIC,2013,24,2,1,1,0,0,0,0,0,0,0,1,0
SIGAR,SIGAR,2013,24,5,1,0,0,0,0,0,0,0,0,0,0
FERC,FERC,2013,27,26,0,1,1,0,0,0,0,0,0,0,0
FCA,FCA,2013,28,0,0,0,0,0,0,0,0,0,0,0,0
CO,CO,2013,29,2,1,0,1,0,0,0,0,0,0,0,0
NEH,NEH,2013,30,0,0,0,0,0,0,0,0,0,0,0,0
STB,STB,2013,32,0,0,0,0,0,0,0,0,0,0,0,0
NMB,NMB,2013,32,0,0,0,0,0,0,0,0,0,0,0,0
USITC,USITC,2013,33,0,0,0,0,0,0,0,0,0,0,0,0
CFTC,CFTC,2013,33,21,12,8,5,6,7,9,1,1,3,0,1
LSC,LSC,2013,34,2,1,0,0,0,0,0,0,0,0,0,0
IMLS,IMLS,2013,35,0,0,0,0,0,0,0,0,0,0,0,0
USTR,USTR,2013,36,11,1,0,0,0,1,0,0,0,0,0,0
CSB,CSB,2013,36,0,0,0,0,0,0,0,0,0,0,0,0
OGE,OGE,2013,40,2,0,0,0,0,0,0,0,0,0,0,0
USAID,USAID,2013,42,10,2,5,6,1,0,0,1,2,0,4,3
OSC,OSC,2013,43,11,6,9,5,0,1,0,0,0,0,1,0
PC,PC,2013,44,60,21,5,5,3,0,0,0,0,1,0,0
OSHRC,OSHRC,2013,44,2,0,0,0,0,0,0,0,0,0,0,0
NEA,NEA,2013,48,10,2,4,4,3,0,0,0,0,1,1,0
FEC,FEC,2013,50,9,0,0,0,0,0,0,0,0,0,0,0
NTSB,NTSB,2013,64,41,9,5,3,0,0,0,0,0,1,0,1
FDIC,FDIC,2013,66,547,81,6,0,0,0,0,0,0,0,0,0
FLRA,FLRA,2013,75,9,3,0,0,0,0,0,0,0,0,0,0
USNRC,USNRC,2013,80,9,3,0,2,0,0,0,0,0,0,0,0
NCUA,NCUA,2013,85,7,2,1,0,0,0,0,0,0,0,0,0
FHFA,FHFA,2013,86,14,10,2,0,1,0,0,0,0,0,0,0
TVA,TVA,2013,95,0,0,0,0,0,0,0,0,0,0,0,0
FMCS,FMCS,2013,95,0,0,0,0,0,0,0,0,0,0,0,0
OMB,OMB,2013,97,40,17,12,5,5,0,0,2,2,1,0,0
OSTP,OSTP,2013,100,10,0,0,0,0,0,0,0,0,0,0,0
