Agency,Component,Year,Number Granted,Number Denied,Median Number of Days to Adjudicate,Average Number of Days to Adjudicate,Number Adjudicate within 10 Calendar Days,
US RRB,US RRB,2015,0,0,,,
USITC,USITC,2015,0,1,1,1,1
FMSHRC,FMSHRC,2015,0,0,,,0
USIBWC,USIBWC,2015,0,0,,,
FFIEC,FFIEC,2015,0,1,2,2,2
CNCS,CNCS,2015,0,0,,,
CIA,CIA,2015,0,12,1,8.83,11
STB,STB,2015,0,2,5,5,2
NIGC,NIGC,2015,0,1,11,11,0
IMLS,IMLS,2015,0,0,,,
FERC,FERC,2015,0,19,8,7,18
NASA,NASA,2015,0,21,1,2.9,20
FHFA,FHFA,2015,0,6,2,2.5,6
MCC,MCC,2015,0,0,,,
PRC,PRC,2015,0,0,,,
USCCR,USCCR,2015,0,0,,,0
ABMC,ABMC,2015,0,0,,,
PC,PC,2015,0,0,,,
OSTP,OSTP,2015,0,1,7,7,1
USAB,USAB,2015,0,0,,,0
PBGC,PBGC,2015,0,33,7,10.61,21
ONHIR,ONHIR,2015,0,0,,,
NEA,NEA,2015,0,1,3,3,1
SSS,SSS,2015,0,0,,,0
SSA,SSA,2015,0,0,,,
NCPC,NCPC,2015,0,0,,,
FLRA,FLRA,2015,0,7,5,9.29,6
USTDA,USTDA,2015,0,0,,,
USTR,USTR,2015,0,3,6,12,2
NSF,NSF,2015,0,0,,,
PCLOB,PCLOB,2015,0,0,,,0
OPIC,OPIC,2015,0,0,,,
OMB,OMB,2015,0,0,,,0
OGE,OGE,2015,0,1,9,9,1
US ADF,US ADF,2015,0,0,,,
BBG,BBG,2015,0,7,7,8,6
ONDCP,ONDCP,2015,0,0,,,0
AFRH,AFRH,2015,0,0,,,
FMCS,FMCS,2015,0,0,,,
IAF,IAF,2015,0,0,,,
FTC,FTC,2015,0,18,7,8,17
NMB,NMB,2015,0,0,,,
NEH,NEH,2015,0,0,,,
CSOSA,CSOSA,2015,0,0,,,0
CPPBSD,CPPBSD,2015,0,0,,,
ACUS,ACUS,2015,0,0,,,
CIGIE,CIGIE,2015,0,0,,,
FRTIB,FRTIB,2015,0,0,,,
FOMC,FOMC,2015,0,3,10,10,3
CO,CO,2015,0,0,,,
CFTC,CFTC,2015,0,4,3.5,6.25,3
CSB,CSB,2015,0,0,,,0
U.S. CPSC,U.S. CPSC,2015,0,1,1,1,1
DNFSB,DNFSB,2015,0,4,1,2.25,4
FMC,FMC,2015,1,4,3,2.8,5
SBA,SBA,2015,1,21,1,1.8,21
NCUA,NCUA,2015,1,0,1,1,1
EEOC,EEOC,2015,1,25,6.5,2.64,26
CEQ,CEQ,2015,1,2,2,17.33,2
CFPB,CFPB,2015,1,6,1,2.14,6
USNRC,USNRC,2015,1,8,1,1,9
TVA,TVA,2015,1,0,5,5,1
OSHRC,OSHRC,2015,1,0,9,9,1
SIGAR,SIGAR,2015,1,1,10,10,1
Ex-Im Bank,Ex-Im Bank,2015,1,3,1,1.25,4
SEC,SEC,2015,2,258,3,6.23,237
FEC,FEC,2015,3,1,7,5.6,4
LSC,LSC,2015,3,0,2,1.67,3
FCSIC,FCSIC,2015,4,0,8,7.75,4
NTSB,NTSB,2015,4,0,50.5,122.75,1
FRB,FRB,2015,4,3,7,6,7
ODNI,ODNI,2015,4,5,8,16.38,3
MSPB,MSPB,2015,5,4,1,15,5
NLRB,NLRB,2015,5,3,7,5,7
USPS,USPS,2015,6,24,3,5.37,26
FCA,FCA,2015,6,0,10,11.3,3
DOE,DOE,2015,6,90,7,8.5,73
ED,ED,2015,7,12,10,10.74,11
HUD,HUD,2015,9,78,1,8.26,69
USDA,USDA,2015,9,32,6,25.85,35
FCC,FCC,2015,15,34,9,11.27,36
GSA,GSA,2015,16,114,1,1.32,129
USAID,USAID,2015,19,25,4.5,8.34,37
NRPC,NRPC,2015,22,2,7,5.17,23
OSC,OSC,2015,24,7,6,17,21
NARA,NARA,2015,25,41,10,10.34,58
DOI,DOI,2015,30,92,1,3,108
FDIC,FDIC,2015,31,24,5,8.49,41
Treasury,Treasury,2015,32,139,1,4,154
DOT,DOT,2015,39,203,5,11.388,190
DOC,DOC,2015,42,90,3,8,113
EPA,EPA,2015,46,254,5,5.32,272
VA,VA,2015,47,59,1,20.37,81
OPM,OPM,2015,48,7,1,1,55
U.S. DOL,U.S. DOL,2015,67,371,10,77.7,223
HHS,HHS,2015,94,628,6,9.9,635
State,State,2015,153,480,7,10.49,418
DHS,DHS,2015,206,1008,7,37.63,1119
DoD,DoD,2015,210,470,4.22,6.35,539
DOJ,DOJ,2015,227,1098,1,7.34,1141
