Agency,Component,Year,1-20,21-40,41-60,61-80,81-100,101-120,121-140,141-160,161-180,181-200,201-300,301-400,400+,
US RRB,US RRB,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
USITC,USITC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
FMSHRC,FMSHRC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
USIBWC,USIBWC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
FMC,FMC,2015,0,1,0,0,0,0,0,0,0,0,0,0,0
CNCS,CNCS,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
CIA,CIA,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
STB,STB,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
SBA,SBA,2015,0,1,0,0,0,0,0,0,0,0,0,0,0
NIGC,NIGC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
IMLS,IMLS,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
FERC,FERC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
NASA,NASA,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
FHFA,FHFA,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
EEOC,EEOC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
MCC,MCC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
PRC,PRC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
CEQ,CEQ,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
CFPB,CFPB,2015,0,1,0,0,0,0,0,0,0,0,0,0,0
USCCR,USCCR,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
ABMC,ABMC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC,SEC,2015,0,0,2,0,0,0,0,0,0,0,0,1,0
PC,PC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTP,OSTP,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
USAB,USAB,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
PBGC,PBGC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
ONHIR,ONHIR,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
NEA,NEA,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
SSS,SSS,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
SSA,SSA,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
NCPC,NCPC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
FLRA,FLRA,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
USTDA,USTDA,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
