Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,
AMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
APHIS,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
ASCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FAS,0,0,0,1,0,0,0,0,0,1,0,0,0,2,
FNCS,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
FS,5,0,0,1,0,0,0,0,0,0,0,0,0,6,
FSA,2,0,0,0,0,0,0,0,0,0,0,0,0,2,
FSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GIPSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NRCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OBPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OSEC/OCIO/DM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RD,2,0,0,0,0,0,0,0,0,0,0,0,0,2,
REE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RMA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
Total,10,0,0,3,0,0,0,0,0,1,0,1,0,15,
